Label,W3,W4
1,192.01,185.57
1,129.52,122.91
1,59.65,48.14
1,142.30,131.48
1,197.70,187.38
0,111.22,121.91
0,100.98,113.06
1,97.49,90.90
1,199.70,196.71
0,97.54,110.43
0,106.71,116.96
0,85.96,95.27
0,98.09,117.15
1,177.89,166.34
1,244.62,227.61
0,100.45,114.34
1,173.52,161.44
0,100.13,112.23
0,97.05,107.92
0,138.32,151.05
1,157.23,150.55
0,87.67,103.74
1,143.34,132.06
0,100.26,111.78
1,81.71,73.71
1,87.28,74.22
0,97.42,108.15
0,106.64,119.21
0,96.63,108.70
1,93.13,86.86
0,106.85,119.95
1,134.07,129.06
1,154.74,153.45
1,151.70,140.68
0,102.03,113.93
1,130.17,121.24
1,88.15,92.04
0,94.48,108.04
0,99.37,114.11
1,103.81,100.41
0,91.01,106.90
1,129.54,113.86
1,90.84,82.53
0,98.66,114.74
0,142.33,156.91
1,118.74,109.24
1,83.50,76.76
1,88.39,82.74
0,94.89,105.29
1,154.39,141.83
0,116.34,133.24
1,123.37,110.53
1,47.98,38.99
1,141.78,135.17
1,141.82,128.10
0,85.72,94.34
0,102.69,113.87
1,173.01,161.46
1,278.32,277.60
1,187.84,184.51
0,88.15,108.22
1,84.13,76.22
1,130.90,125.26
1,70.78,64.64
1,114.50,104.71
0,111.97,126.04
1,107.50,98.71
1,102.42,96.46
1,166.52,160.53
1,135.75,125.52
0,106.83,117.13
0,124.80,139.17
1,126.09,121.26
0,67.19,77.58
1,92.21,84.72
1,122.94,114.13
0,85.86,94.16
0,103.65,114.19
0,102.17,114.99
1,146.81,141.38
1,139.27,133.46
1,172.11,169.37
0,107.99,126.77
1,145.83,132.96
1,224.58,225.46
0,79.06,88.66
0,114.45,130.38
0,119.22,126.41
1,82.05,75.11
0,122.42,143.17
0,81.64,93.27
0,99.38,115.18
1,82.25,73.26
1,86.21,78.62
0,93.88,106.01
0,89.30,101.25
0,102.48,115.19
1,248.94,239.60
1,109.82,103.73
0,117.54,136.07
1,71.40,64.63
0,107.77,120.05
1,150.12,141.44
0,98.66,110.65
0,70.15,80.91
0,87.57,98.46
0,102.38,112.64
1,93.09,80.76
1,100.63,91.77
0,117.69,131.63
0,102.66,115.36
0,106.58,118.80
0,139.60,160.39
1,169.58,162.90
1,90.82,84.30
1,78.34,72.61
0,82.93,94.61
0,98.22,113.99
0,120.95,131.98
1,158.68,153.57
0,106.70,118.09
1,110.19,99.45
0,83.49,98.34
0,98.27,110.77
1,139.61,132.05
0,72.80,82.23
0,90.08,97.20
1,74.53,68.98
1,102.10,91.41
1,144.33,138.48
1,94.70,85.92
0,96.88,105.96
1,72.62,66.46
1,103.55,93.63
1,172.57,161.44
1,93.43,82.77
0,133.59,143.45
1,184.94,176.18
1,179.71,168.03
0,87.42,97.13
0,77.34,84.44
0,98.46,111.82
1,154.23,148.75
1,79.05,72.02
0,111.49,125.69
0,73.97,82.91
1,184.96,177.54
1,221.42,209.51
0,109.71,118.11
0,93.06,107.64
1,119.95,109.50
1,109.98,99.41
0,92.66,115.16
1,146.49,129.90
1,103.44,93.86
0,123.77,134.76
1,152.46,139.86
1,79.18,71.53
1,149.19,137.89
0,110.75,121.75
0,108.05,119.04
0,98.87,109.99
1,231.29,222.23
1,145.38,139.03
0,110.58,123.88
1,98.38,91.24
1,205.09,192.72
1,116.15,111.06
1,192.43,183.28
0,91.56,105.59
1,110.48,102.41
0,85.33,95.56
1,87.95,84.20
1,86.99,76.92
0,98.81,110.73
0,82.45,92.50
0,117.55,130.26
0,110.28,123.11
1,96.78,88.04
0,102.60,113.75
1,89.70,81.86
1,139.85,133.07
0,112.95,124.98
0,107.86,120.95
0,91.78,103.55
1,74.58,66.98
1,98.88,90.66
0,87.09,99.15
0,105.72,117.33
0,89.02,100.09
0,115.47,130.42
0,101.87,116.16
1,100.13,91.47
1,144.86,136.82
0,93.08,105.84
1,142.42,135.75
0,109.43,117.07
0,113.32,126.60
1,128.66,123.29
1,175.76,162.87
1,74.27,65.97
1,173.97,167.98
1,107.64,96.01
0,94.98,105.83
0,101.59,111.90
0,82.19,93.51
0,103.41,116.27
1,97.66,94.18
0,91.51,104.06
1,202.17,188.88
1,67.35,60.45
1,242.15,229.10
0,91.79,96.03
0,89.40,102.78
0,91.35,96.19
1,106.05,98.93
0,96.49,106.25
0,91.19,103.56
1,69.32,64.23
0,101.13,115.85
0,108.98,124.30
1,195.24,188.08
0,89.25,100.02
0,124.95,136.58
1,106.94,96.42
0,86.41,96.73
0,97.32,110.16
0,115.14,126.81
1,97.56,84.21
1,114.12,102.90
1,115.92,109.34
0,95.60,105.76
1,135.28,124.47
1,109.53,103.63
1,104.65,97.32
0,82.76,98.06
1,146.76,136.90
1,171.67,172.48
0,88.95,94.63
1,63.17,54.46
0,103.72,114.87
0,112.79,124.48
0,104.93,116.42
0,115.52,126.63
1,153.81,148.90
1,94.82,85.39
1,112.29,107.14
0,105.24,117.62
1,163.93,148.28
1,125.90,113.76
0,101.66,114.86
1,115.69,103.70
0,99.12,116.74
0,90.58,98.55
1,100.85,87.92
1,68.45,60.23
0,91.93,103.72
0,84.10,97.67
1,182.09,170.85
1,162.91,154.54
1,93.78,82.16
1,135.08,123.83
1,121.90,119.04
0,111.62,125.67
0,74.82,87.27
1,90.94,79.25
1,157.69,147.59
0,89.97,103.69
0,90.55,99.53
0,78.91,91.63
1,90.74,79.74
0,136.16,147.01
1,115.94,103.68
0,111.06,119.14
0,79.44,89.42
0,117.61,133.14
0,86.97,96.97
1,92.58,78.04
1,88.67,84.16
0,100.70,110.99
0,108.10,123.27
0,102.54,116.75
1,181.39,175.85
1,88.15,78.57
1,160.99,150.89
1,71.71,65.75
0,104.18,116.57
1,108.09,95.11
0,74.71,79.99
0,103.82,117.25
1,112.94,110.11
1,73.57,65.65
0,84.05,94.79
1,101.37,94.72
1,113.45,102.61
0,87.62,101.56
1,124.85,112.91
0,110.98,124.61
1,84.02,65.53
0,117.81,131.35
0,104.94,119.97
0,100.53,109.60
0,96.31,107.78
0,123.65,136.44
1,127.11,119.42
0,124.17,142.33
1,134.30,130.41
1,147.02,148.82
1,74.46,66.45
0,92.22,101.00
0,80.28,87.89
0,109.57,120.47
0,121.00,133.37
1,225.19,206.26
0,104.71,113.87
1,175.80,165.39
0,81.21,86.99
1,102.07,96.24
0,119.85,133.68
0,131.82,145.00
1,104.50,100.65
0,130.43,139.85
0,99.19,115.47
0,86.17,96.21
0,100.42,116.52
0,79.66,88.95
1,81.08,75.49
0,111.32,125.92
1,231.00,228.18
1,136.90,125.27
0,101.44,111.96
0,81.99,94.81
1,81.31,76.89
1,117.56,109.95
0,104.80,117.35
1,137.57,128.01
1,188.24,168.22
0,119.41,129.76
1,106.59,95.54
1,179.18,171.45
0,102.14,115.01
1,167.16,161.32
0,93.79,100.97
1,105.89,99.82
0,99.78,114.13
0,122.36,141.00
0,98.02,108.45
0,101.88,116.05
0,121.60,136.41
1,139.62,132.72
1,83.61,75.00
1,66.18,55.26
0,119.66,140.61
1,107.67,101.24
1,172.00,165.67
0,97.26,109.53
1,185.05,180.59
1,85.62,74.15
1,156.87,151.60
0,86.20,95.45
0,128.49,141.47
1,110.87,102.40
1,127.10,119.96
0,84.43,95.26
1,158.68,148.78
1,98.64,92.48
0,94.29,107.42
0,119.58,129.93
0,105.02,117.42
0,97.07,110.57
0,101.87,110.99
0,103.57,116.92
0,130.79,145.60
1,107.90,100.38
0,114.17,124.09
0,93.88,106.36
1,80.38,71.77
1,96.78,87.83
1,234.95,221.79
1,96.47,88.52
0,80.28,92.15
0,106.14,117.78
0,135.91,147.72
1,93.97,87.58
0,113.66,137.11
1,78.89,72.06
1,146.93,142.56
0,122.73,137.78
0,90.63,98.75
1,125.18,120.60
1,197.25,186.46
0,100.61,109.32
0,147.61,169.42
0,77.90,84.46
1,88.91,81.80
1,136.77,129.70
1,76.91,72.85
1,97.11,87.94
1,117.91,112.89
1,230.73,216.72
0,71.92,78.58
1,108.61,98.42
1,189.01,182.59
1,80.19,70.90
1,148.00,145.84
1,106.53,95.19
1,81.22,72.85
0,92.63,105.41
1,130.19,118.41
1,91.68,84.22
1,147.74,135.50
1,104.42,95.26
0,97.08,110.07
1,113.78,104.94
1,142.21,125.21
0,115.09,132.45
0,117.94,131.41
0,109.70,124.86
0,114.87,125.81
1,135.16,129.17
0,107.90,118.28
0,95.53,108.15
0,116.50,131.32
1,113.98,105.86
1,134.68,123.02
1,188.51,179.50
1,127.39,115.24
0,91.03,102.53
1,92.12,83.95
1,85.06,78.20
0,112.26,131.02
0,95.66,106.86
1,101.91,93.62
1,68.10,58.84
0,90.89,99.30
1,124.76,123.31
0,80.80,95.60
1,104.61,99.13
1,106.59,97.04
0,118.13,133.63
1,130.57,120.04
0,111.22,117.78
1,136.35,123.21
1,61.50,55.65
1,141.31,129.15
0,93.71,104.77
0,116.02,128.08
1,79.91,70.97
1,98.93,92.44
1,114.17,105.74
0,93.74,103.99
0,105.64,117.78
1,100.95,92.49
0,100.66,112.04
0,92.46,103.97
1,69.26,63.06
1,98.97,91.14
1,80.34,73.47
0,86.99,95.74
1,97.08,93.36
1,88.90,80.68
0,105.39,118.96
0,93.01,106.15
0,101.90,113.13
1,88.09,73.13
1,146.62,145.28
0,102.10,114.72
0,109.94,122.71
0,107.28,121.69
0,95.31,105.74
1,236.19,242.17
1,126.41,116.18
0,121.83,134.13
1,120.74,121.93
1,154.87,146.82
0,124.17,139.52
0,93.46,102.61
1,58.72,50.53
0,121.84,136.95
1,200.50,199.65
0,86.49,99.14
1,203.06,179.54
1,124.28,114.16
0,72.58,83.79
0,124.67,138.82
1,163.18,145.57
0,104.07,114.98
0,97.50,108.34
1,93.97,85.43
0,108.58,116.50
0,141.13,157.25
0,91.73,101.51
0,112.44,131.42
1,133.26,121.33
0,92.09,107.23
1,73.80,70.66
0,87.47,98.81
0,101.83,115.73
1,106.13,102.78
1,178.18,180.07
0,85.69,98.80
0,89.99,100.18
1,119.95,108.10
0,100.37,114.48
0,101.12,116.11
1,244.11,214.18
1,184.61,176.21
1,93.05,80.12
0,85.65,97.44
1,129.49,123.87
1,79.33,70.74
1,87.32,81.10
0,114.40,129.15
1,68.08,59.60
0,102.58,113.10
0,135.40,145.51
0,86.67,102.78
0,87.89,101.37
0,102.41,114.64
0,112.10,127.71
0,126.97,141.38
0,119.16,136.30
0,96.60,106.51
0,91.40,99.59
0,82.22,91.95
0,99.17,110.44
1,146.38,133.88
1,87.33,80.19
1,150.54,147.31
0,113.09,126.50
1,107.90,97.39
0,103.71,113.42
0,143.07,157.93
0,92.60,102.97
0,112.56,125.03
1,248.96,245.51
1,101.93,91.07
1,80.46,70.15
0,87.49,99.10
1,114.63,103.96
0,100.77,114.84
0,112.79,123.96
0,95.19,115.74
1,108.51,97.84
0,110.60,123.43
1,177.57,172.44
1,178.88,175.07
0,101.17,114.11
0,111.13,124.09
0,125.85,144.22
0,189.73,210.61
1,111.62,108.05
1,167.00,162.03
1,112.47,107.66
1,99.08,92.32
0,115.19,132.41
1,93.77,84.22
0,125.73,129.98
0,98.25,109.30
1,166.56,158.56
1,110.60,99.32
0,108.60,121.31
0,89.18,98.51
1,105.77,99.28
1,149.78,139.70
1,84.70,74.65
1,128.57,118.07
0,172.28,193.43
1,134.06,127.54
0,83.51,95.54
1,159.13,147.81
1,140.13,135.21
1,161.33,152.89
1,94.60,88.32
1,73.30,66.53
0,103.00,115.72
0,92.14,100.51
1,235.09,215.52
0,90.89,101.95
0,122.43,139.58
1,86.74,75.36
1,150.17,142.17
1,113.26,102.63
1,81.85,75.46
0,120.89,130.06
1,197.34,187.87
0,117.91,132.13
0,92.01,105.08
1,84.77,79.16
1,99.98,95.94
1,59.63,46.20
1,152.40,149.40
1,119.44,103.43
0,92.85,104.80
1,114.79,106.41
0,93.44,105.14
1,93.09,80.61
0,90.84,102.27
0,105.48,119.01
0,132.05,147.60
1,98.93,88.66
0,102.70,118.22
1,80.16,73.06
1,115.66,107.81
1,83.51,74.88
0,101.27,114.49
0,82.35,89.27
1,152.92,135.73
1,200.24,188.40
1,121.66,117.32
1,111.50,103.84
0,75.98,89.17
1,58.89,51.16
0,107.76,117.83
0,104.31,111.85
1,96.95,90.77
0,102.61,115.02
1,78.42,72.57
1,79.13,69.98
1,90.26,83.99
1,90.01,84.20
0,97.34,111.81
1,102.69,93.35
0,86.75,92.36
1,98.84,91.40
0,94.55,104.56
0,103.96,112.10
0,90.96,101.96
1,103.94,95.50
1,75.25,64.82
1,186.89,176.59
1,60.51,55.99
0,101.21,112.89
0,114.96,126.03
0,94.28,106.24
0,99.54,110.32
0,94.44,106.92
1,179.71,175.30
0,175.24,189.83
0,113.29,128.27
0,74.21,83.74
1,108.90,96.77
1,138.62,126.64
0,93.60,108.26
1,81.24,75.28
1,158.29,150.57
1,96.75,91.33
1,200.18,194.36
0,107.69,121.51
0,102.65,115.52
1,80.64,74.24
0,112.79,125.54
1,115.60,110.15
1,109.12,97.75
0,100.70,112.79
1,88.41,82.67
1,168.48,158.15
1,70.41,61.85
0,94.54,105.93
1,72.89,65.35
0,94.20,105.28
1,143.70,139.59
0,102.68,113.94
0,117.81,127.47
1,70.12,63.50
0,101.85,115.68
0,108.21,122.45
1,155.69,152.60
0,96.89,108.51
1,96.00,90.85
1,139.06,135.43
1,118.57,112.26
1,168.70,155.09
1,138.99,131.61
0,112.26,122.42
1,92.98,84.23
0,97.61,106.49
0,89.04,97.61
0,110.51,123.63
1,103.37,91.15
1,167.43,147.58
1,134.81,127.42
1,113.92,101.47
1,106.06,97.67
0,99.18,108.92
1,115.94,109.72
0,87.70,100.94
0,97.34,109.09
0,92.10,107.27
1,112.92,107.89
0,85.95,96.47
1,65.34,55.77
1,125.39,115.54
0,106.22,117.77
0,102.56,115.79
0,115.21,128.46
0,101.04,113.42
1,127.87,118.91
0,66.86,76.12
1,116.09,110.67
1,139.04,132.93
1,82.65,72.52
1,182.69,178.05
1,105.94,102.81
0,97.52,106.35
0,80.00,89.17
0,92.98,105.19
1,282.67,263.61
1,68.00,59.81
1,149.36,141.21
0,108.20,120.98
0,90.23,100.07
0,96.82,107.66
0,114.46,127.87
0,111.13,125.81
0,125.41,139.71
0,113.92,127.45
0,105.88,118.68
0,121.30,134.52
0,107.93,120.42
0,88.92,100.78
1,85.35,79.42
1,138.24,134.48
1,114.18,101.37
0,166.44,186.88
0,87.12,100.44
0,84.33,95.09
1,84.05,75.73
0,83.84,97.82
0,100.14,120.54
1,90.24,82.80
0,122.51,135.77
0,108.81,122.78
1,93.86,77.31
0,98.04,110.47
1,84.45,76.51
1,109.10,103.27
0,112.81,127.30
0,119.02,134.66
0,93.21,105.63
1,79.56,72.90
0,97.20,107.22
1,158.87,142.65
0,112.83,125.94
1,155.24,153.86
1,94.02,86.66
1,111.51,106.99
1,69.05,64.42
0,175.05,188.54
1,69.03,63.80
0,105.91,114.46
1,98.32,89.10
0,154.51,166.59
0,98.78,112.54
0,87.04,99.41
1,79.11,72.60
0,88.76,94.92
1,124.36,114.34
0,114.33,124.47
1,134.20,121.27
1,84.66,74.06
0,106.15,126.58
0,102.70,114.34
0,99.21,111.31
1,125.76,113.57
0,80.53,89.27
0,90.65,101.07
0,69.30,79.60
1,74.36,68.37
1,73.46,65.46
1,145.28,138.83
1,111.29,101.62
0,138.50,154.28
1,216.50,212.96
0,106.33,121.86
0,120.56,127.83
0,87.40,99.17
1,170.80,159.75
0,93.63,106.49
1,130.44,124.54
1,183.74,169.71
0,99.74,110.28
1,97.32,82.48
0,102.28,116.13
1,100.85,91.06
0,98.28,106.93
1,89.27,83.75
0,92.04,101.09
1,89.66,82.89
1,144.61,137.20
1,132.86,122.80
0,107.18,119.21
0,113.80,124.33
1,211.78,205.31
0,105.42,114.35
0,99.68,114.24
1,109.19,101.32
1,105.49,95.82
1,67.55,61.34
1,203.19,188.15
1,169.80,164.12
0,94.21,109.57
0,115.98,139.81
0,90.55,102.95
1,131.14,126.30
1,88.53,83.53
0,82.49,92.77
0,81.56,91.78
0,115.45,125.36
0,118.75,131.61
0,90.02,99.13
1,66.46,58.60
1,124.16,111.79
0,94.18,105.94
0,104.44,113.59
0,104.99,115.99
1,90.01,80.20
0,129.02,141.01
0,83.41,90.20
1,256.62,240.48
1,80.76,68.35
1,111.70,99.20
1,80.11,70.93
1,136.32,133.35
1,150.61,143.33
1,94.58,85.50
0,103.10,117.40
1,58.83,51.14
1,127.36,118.27
0,105.84,118.27
1,73.62,64.89
0,104.23,118.27
1,70.75,56.25
1,63.93,55.55
0,88.81,99.28
1,169.32,159.52
0,100.73,110.55
0,99.80,113.23
1,150.86,146.37
0,107.70,119.13
0,104.61,117.36
0,88.88,96.85
1,83.50,80.50
