Label,W2,W3,W4,W5,W6,W7
0,133.92,92.66,111.61,107.34,107.78,107.90
1,129.59,81.93,77.52,85.79,85.54,85.56
0,208.07,121.96,132.64,134.99,134.68,134.72
1,221.91,248.78,213.04,241.14,241.39,241.46
0,133.58,88.16,101.74,104.88,103.97,103.94
1,136.63,105.21,93.62,108.18,108.42,108.45
0,97.82,64.69,73.47,69.98,70.64,70.66
1,74.73,45.83,40.31,40.30,40.75,40.33
0,99.27,57.24,62.79,64.35,65.05,65.07
1,199.28,169.73,165.48,166.58,165.41,165.50
0,125.13,96.68,113.62,123.38,124.19,124.21
1,83.76,54.13,42.07,42.63,42.90,42.91
0,87.73,52.47,57.72,61.05,60.80,61.37
1,154.21,135.66,126.04,133.48,131.93,133.41
0,82.02,53.27,57.78,60.92,61.14,61.16
1,172.47,113.32,102.69,115.26,115.40,115.44
0,91.67,64.55,67.89,74.57,72.58,72.71
1,100.89,58.91,42.41,56.45,57.38,57.30
0,69.29,52.59,65.77,66.51,67.31,67.31
1,87.36,57.84,52.06,53.31,52.55,52.95
0,98.04,61.35,75.78,78.12,79.33,79.33
1,68.29,46.40,41.65,40.95,41.18,40.97
0,138.36,70.83,75.33,83.09,84.81,84.83
1,130.43,91.99,80.11,84.24,84.17,84.37
0,106.39,63.94,71.74,69.86,69.18,69.39
1,139.61,99.06,89.53,98.55,98.54,98.57
0,107.78,72.34,81.86,81.49,81.18,81.78
1,124.80,46.14,11.94,55.97,55.57,55.59
0,121.91,78.76,82.65,83.84,84.39,84.46
1,137.50,88.31,74.41,79.75,79.80,79.92
0,171.26,130.75,147.99,177.40,180.43,180.43
1,121.41,72.33,57.01,57.58,58.29,57.48
0,95.02,76.13,82.34,86.77,85.87,85.89
1,71.32,45.41,37.05,35.01,34.83,34.45
0,95.86,78.29,87.22,89.83,89.01,89.03
1,98.71,35.92,25.53,24.78,23.14,21.18
0,101.00,63.97,73.08,80.12,80.76,80.85
1,130.45,89.47,76.71,87.65,87.11,87.14
0,119.19,73.39,87.95,92.53,93.13,93.32
1,82.78,50.14,42.43,45.12,43.99,43.45
0,119.62,73.21,88.13,93.46,94.10,94.32
1,132.17,57.79,37.53,61.37,60.70,60.84
0,100.40,66.22,77.50,75.01,75.88,75.87
1,107.38,57.32,42.26,49.93,49.77,49.79
0,132.51,95.79,109.98,109.31,110.44,110.40
1,100.96,48.53,26.84,35.94,34.22,34.07
0,120.37,68.76,76.83,83.70,83.77,83.80
1,123.35,81.25,73.48,85.30,84.89,85.27
0,88.26,50.79,54.34,57.02,57.07,57.30
1,119.15,77.00,66.26,69.34,69.41,69.52
0,126.08,85.96,96.22,106.27,106.07,106.25
1,117.70,91.52,83.35,86.08,86.74,86.84
0,106.95,65.82,76.20,82.32,84.34,84.87
1,105.85,59.31,48.32,50.90,50.38,50.32
0,114.54,77.54,87.93,93.54,94.86,94.62
1,198.40,169.97,139.27,144.12,144.38,144.38
0,124.12,83.49,95.09,100.67,101.01,101.08
1,119.02,74.17,53.56,55.70,54.98,54.89
0,112.60,63.51,70.94,78.00,78.87,78.55
1,78.44,52.46,42.12,41.87,42.13,42.16
0,93.72,56.50,59.88,63.19,63.81,64.05
1,154.58,89.02,83.94,87.58,87.64,87.83
0,92.58,58.61,68.05,77.15,77.08,77.10
1,169.40,124.61,111.40,112.64,109.03,108.82
0,167.59,94.21,109.92,112.95,113.24,113.38
1,87.92,56.36,48.40,46.32,45.51,45.37
0,118.67,70.07,78.16,79.23,79.46,79.66
1,101.21,65.60,55.69,59.57,59.09,59.15
0,141.26,99.25,114.37,116.92,117.47,117.49
1,140.35,80.61,62.78,70.59,71.56,71.89
0,87.27,61.06,69.74,70.75,70.66,70.75
1,94.10,63.94,54.26,55.19,54.38,54.44
0,99.45,65.84,72.58,75.41,75.99,75.73
1,164.98,72.69,61.58,69.68,70.23,70.46
0,115.00,82.52,91.46,95.96,97.33,97.58
1,104.08,69.06,59.63,60.16,60.60,60.62
0,88.62,49.38,58.29,61.31,61.66,61.68
1,104.87,71.16,59.75,58.74,58.16,57.34
0,111.28,65.43,72.88,76.04,78.04,77.92
1,106.97,69.16,61.02,61.87,60.92,61.03
0,125.83,95.15,107.71,115.25,115.68,116.02
1,213.52,173.12,151.10,174.87,175.27,175.31
0,139.47,86.59,100.47,102.76,103.38,103.54
1,124.59,57.37,41.57,41.76,40.30,40.37
0,355.14,117.53,112.50,152.82,153.90,153.95
1,177.74,262.79,335.83,332.35,334.86,335.31
0,382.55,122.58,101.20,129.75,129.79,129.83
1,186.54,144.61,123.94,177.80,177.48,177.58
0,441.42,91.76,49.70,48.49,48.70,48.71
1,161.83,48.43,38.90,38.78,38.80,38.81
0,128.47,68.61,70.46,78.18,78.30,78.32
1,76.14,38.70,28.58,39.93,40.09,40.09
0,149.70,128.19,135.37,129.26,129.29,129.30
1,148.10,179.11,183.46,334.23,334.39,334.48
0,81.11,41.12,49.17,47.14,47.17,46.88
1,144.35,73.95,65.63,63.46,64.90,64.91
0,99.61,91.83,103.49,106.04,106.11,106.13
1,106.84,76.63,69.55,66.66,66.43,66.36
0,17.11,27.74,40.41,39.29,39.30,39.31
1,198.26,37.66,8.79,4.17,3.29,3.14
0,478.21,117.22,167.39,162.85,163.11,163.50
1,62.13,38.74,36.96,33.54,32.00,31.88
0,197.61,92.08,109.50,109.30,110.22,111.92
1,88.25,44.62,45.25,48.58,49.63,53.15
0,168.22,187.58,173.15,198.72,197.52,197.28
1,148.51,94.49,93.59,115.84,115.79,115.94
0,679.49,373.56,310.83,356.47,356.63,356.75
1,111.87,78.91,81.09,80.26,80.32,80.34
0,67.44,41.54,47.84,51.30,51.30,51.49
1,96.71,33.71,23.85,24.14,24.20,23.89
0,73.50,38.15,44.86,45.65,45.68,45.70
1,127.80,81.26,82.61,82.94,82.98,83.02
0,247.27,129.94,114.90,136.84,129.09,129.52
1,193.47,239.70,190.26,186.86,186.91,186.95
0,93.90,50.70,39.05,33.65,30.43,30.59
1,182.81,168.17,178.85,174.26,184.89,184.96
0,146.32,79.46,65.71,59.67,59.32,59.30
1,76.93,63.86,60.29,61.09,57.89,57.81
0,115.02,87.76,95.83,99.27,99.14,99.13
1,273.71,210.04,178.24,182.20,182.23,182.27
0,147.06,88.36,120.02,129.69,129.77,129.79
1,51.72,38.36,37.90,38.50,38.75,38.76
0,154.52,74.74,93.50,96.13,96.18,96.20
1,117.30,118.72,98.05,98.38,98.41,98.44
0,192.05,110.04,116.58,111.10,113.25,113.29
1,109.69,64.45,49.56,55.96,54.43,55.36
0,84.74,45.30,51.55,51.10,52.82,52.84
1,117.60,98.14,90.81,93.44,92.42,92.39
0,131.83,58.90,67.92,66.84,70.30,70.33
1,144.30,88.29,71.22,79.14,79.91,78.87
0,153.47,101.68,120.91,123.47,123.83,123.86
1,133.41,90.92,81.16,76.28,78.63,78.65
0,96.02,66.03,77.62,77.21,77.22,77.28
1,337.61,328.09,280.16,510.69,510.96,511.24
0,98.33,84.33,85.71,84.78,84.84,84.86
1,145.67,65.92,58.48,61.66,59.11,59.24
0,132.86,111.32,108.81,120.06,120.15,120.21
1,120.41,95.52,95.94,106.28,106.38,106.42
0,130.89,108.68,108.37,117.65,117.72,117.79
1,112.50,63.14,56.24,63.65,63.66,63.80
0,188.76,128.08,129.17,172.51,172.61,172.69
1,118.17,84.49,73.44,70.69,69.37,69.42
0,138.74,97.86,104.94,121.58,122.67,124.52
1,280.78,377.84,348.37,370.80,371.99,372.11
0,123.09,78.72,83.13,86.49,86.93,86.93
1,181.41,147.23,122.93,127.37,127.21,127.24
0,134.21,84.99,88.82,90.78,91.29,91.29
1,168.36,152.33,149.60,135.97,139.74,139.76
0,140.31,145.34,163.73,143.27,143.38,143.43
1,133.07,90.06,86.60,90.29,90.86,90.89
0,155.51,107.28,122.88,118.02,118.08,118.12
1,105.50,52.22,36.32,56.15,56.82,56.37
0,175.20,110.83,124.81,136.21,136.18,136.23
1,177.07,119.14,110.04,124.74,123.99,124.99
0,265.65,121.59,147.33,175.37,174.90,174.95
1,107.20,66.87,51.87,56.93,55.93,55.96
0,109.63,85.85,104.82,99.93,100.30,100.27
1,199.20,117.42,109.92,140.50,139.23,139.21
0,82.22,67.13,75.55,76.21,76.61,76.53
1,124.92,29.51,11.86,7.12,5.82,5.66
0,145.74,112.33,118.31,119.91,121.48,121.90
1,191.67,123.76,101.50,118.47,117.31,117.34
0,156.80,151.34,170.90,176.48,178.01,178.08
1,140.72,64.39,43.19,41.67,40.45,40.60
0,103.01,61.62,78.32,102.04,103.89,99.80
1,110.34,78.64,75.96,76.57,76.92,77.05
0,103.01,61.62,78.32,102.04,103.89,99.80
1,95.42,71.42,67.13,73.77,73.20,72.90
0,68.34,43.43,49.28,54.41,54.00,54.05
1,85.02,48.49,31.73,29.17,29.36,29.43
0,100.83,70.67,82.01,87.48,86.95,87.01
1,45.79,34.01,32.94,29.22,29.88,30.03
0,146.12,87.94,97.62,99.98,100.47,100.51
1,106.27,66.42,61.51,65.95,66.34,66.33
0,114.66,75.75,80.76,81.45,82.10,82.14
1,153.23,123.10,113.85,121.11,121.73,120.37
0,167.30,100.60,114.91,113.60,113.79,113.88
1,72.65,44.18,38.28,37.70,37.19,37.20
0,99.37,60.05,69.14,78.08,78.16,78.13
1,137.68,95.01,75.24,76.51,76.87,76.99
0,115.07,64.94,71.02,61.71,61.42,61.44
1,106.88,71.88,66.98,67.93,68.00,68.31
0,193.80,111.59,118.10,129.68,130.72,130.78
1,92.99,68.47,58.05,54.22,55.57,55.83
0,76.62,52.62,59.74,66.92,66.62,66.63
1,113.68,85.15,78.03,75.43,74.81,74.87
0,139.01,108.74,118.79,122.75,122.23,122.27
1,116.15,63.29,55.25,59.83,59.46,59.43
0,166.72,150.52,173.08,176.29,175.76,175.82
1,77.31,48.87,46.16,43.23,44.58,44.28
0,159.29,100.57,116.30,110.75,114.65,114.80
1,117.87,67.96,55.25,62.75,62.74,62.68
0,138.88,123.85,141.04,150.86,151.21,151.89
1,91.56,59.59,53.48,50.41,51.25,51.53
0,162.94,132.24,152.41,166.51,166.69,166.50
1,91.52,53.71,45.28,48.42,48.03,47.96
0,148.58,74.89,80.89,83.79,85.45,85.66
1,143.88,89.85,72.20,73.63,73.87,74.41
0,140.51,69.78,74.40,78.92,79.88,80.13
1,139.37,88.71,81.96,96.60,96.64,97.54
0,108.01,78.12,93.22,91.93,92.78,92.81
1,143.09,80.76,59.76,57.66,53.58,51.96
0,89.17,77.51,92.35,94.71,96.20,96.22
1,174.60,101.43,88.04,91.96,91.90,91.95
0,99.74,56.01,65.16,66.89,67.31,67.72
1,118.23,67.70,51.96,53.37,52.04,52.26
0,191.28,82.89,85.42,95.86,92.19,92.00
1,190.44,174.04,160.06,167.77,167.72,167.21
0,123.33,72.68,84.29,85.60,81.66,81.57
1,283.68,240.97,221.91,259.57,258.32,258.51
0,145.66,94.35,102.74,101.61,101.57,101.60
1,54.01,32.01,25.31,25.61,25.18,24.83
0,160.38,117.17,127.68,128.42,128.84,128.96
1,76.78,42.47,30.53,28.37,27.00,26.82
0,134.77,97.16,107.52,109.77,110.11,110.24
1,138.52,102.26,96.67,102.95,102.52,102.58
0,85.40,68.62,80.97,82.14,81.49,81.48
1,129.09,104.71,97.93,93.20,91.72,91.94
0,85.31,61.29,68.96,70.00,69.16,69.13
