Label,W3,W4
1,60.22,45.00
1,68.55,59.01
0,68.72,78.82
0,75.35,84.17
0,73.35,85.03
0,73.71,84.55
0,68.28,76.10
1,60.15,50.24
1,97.04,84.72
0,79.42,87.35
1,79.43,67.18
0,70.01,77.99
0,79.47,89.15
1,73.98,64.04
1,101.53,90.35
1,112.42,101.94
1,95.08,83.64
1,70.95,56.74
0,78.56,89.01
0,82.90,92.07
0,69.12,78.12
0,72.51,83.00
1,71.90,53.03
0,75.68,86.89
1,84.37,66.31
1,111.08,93.00
1,118.88,106.70
0,81.12,90.57
0,74.07,85.26
0,85.32,96.30
1,65.66,55.70
0,77.01,86.84
0,72.35,80.88
1,106.93,98.35
0,81.65,91.65
0,75.59,85.03
1,77.70,66.69
0,80.55,90.97
0,77.19,86.96
1,80.96,70.81
0,79.79,89.63
0,70.53,79.12
0,72.58,81.10
1,85.78,71.92
1,75.11,62.34
1,126.05,108.30
0,78.78,89.05
1,69.88,44.20
1,45.63,27.02
1,72.28,60.68
0,75.43,85.15
1,111.54,98.77
1,105.63,90.84
0,78.24,88.14
1,75.75,64.20
0,79.38,90.95
0,78.11,87.19
0,73.92,82.98
0,69.18,77.25
1,64.31,49.07
1,82.68,71.49
1,67.47,59.54
0,76.48,84.81
1,67.06,56.30
1,79.67,66.27
0,72.72,82.69
1,89.90,81.54
0,71.56,81.21
0,78.62,87.31
1,74.28,62.70
1,96.74,82.50
0,75.08,84.70
0,81.33,92.08
1,79.48,70.83
1,95.62,84.73
1,73.42,62.51
1,84.12,69.67
1,66.55,57.35
0,74.84,84.77
0,81.14,88.57
1,92.64,81.06
1,63.45,40.41
0,74.15,81.68
0,76.16,86.67
0,72.79,84.08
1,84.81,72.99
0,72.54,82.89
1,74.95,61.45
0,79.79,89.10
0,65.37,73.40
0,83.99,94.79
0,75.39,85.30
1,70.10,60.09
1,137.91,126.83
0,68.22,78.01
0,80.40,92.49
0,74.46,82.63
1,105.26,86.54
1,73.56,63.03
1,86.76,73.49
1,96.44,69.00
0,74.47,83.55
1,68.38,56.59
0,70.16,80.02
0,77.16,88.14
1,86.78,75.66
1,85.78,75.52
0,69.37,78.40
1,84.59,68.51
1,73.29,65.15
0,73.96,83.30
1,72.79,62.18
0,74.89,82.59
1,57.54,45.78
0,72.83,81.67
0,75.95,85.10
0,67.76,77.60
0,71.81,80.13
0,80.49,89.39
1,68.67,56.32
0,73.31,83.37
1,69.27,59.00
1,73.80,61.26
1,54.85,45.70
0,74.00,85.11
0,77.40,87.47
0,74.24,83.31
0,70.79,78.75
1,88.17,76.21
0,69.23,76.67
1,49.89,33.68
0,71.03,80.51
1,98.00,84.76
0,73.83,83.94
0,75.95,84.43
1,59.48,44.75
0,69.67,79.79
0,76.21,86.36
0,75.83,85.08
0,74.76,83.54
0,83.97,93.43
1,77.23,65.82
0,74.93,84.03
1,87.45,71.34
1,88.17,76.84
0,72.20,83.55
0,76.51,86.69
1,74.73,63.39
1,55.74,42.58
0,77.33,86.87
1,53.23,40.25
1,89.92,75.57
0,72.85,82.47
1,124.17,110.65
1,131.91,120.85
0,75.04,83.22
1,130.95,115.45
0,76.56,85.82
1,95.70,81.71
0,77.95,87.59
0,74.27,85.07
0,75.83,85.95
0,70.63,79.58
0,83.16,93.32
1,77.82,65.00
1,52.83,37.16
1,78.03,65.30
0,74.41,83.69
1,89.04,77.93
1,74.48,60.20
0,74.54,83.43
1,71.86,58.01
1,54.32,26.24
1,97.05,84.00
0,74.24,84.09
0,75.71,84.47
1,77.07,61.40
1,62.04,44.07
0,73.93,82.39
1,81.70,55.88
1,99.44,85.24
0,78.12,88.78
0,74.42,84.33
0,73.72,83.33
0,75.79,83.78
0,70.27,80.25
0,76.85,86.94
0,77.57,87.59
1,68.03,58.67
0,76.87,87.44
0,80.70,90.76
1,83.26,67.21
1,55.38,47.30
1,99.91,82.07
1,92.40,79.82
0,71.60,80.17
0,77.46,88.54
0,76.97,86.48
1,93.05,76.65
0,68.77,77.37
1,96.44,82.48
1,81.86,62.17
0,82.50,91.32
0,76.43,86.55
1,62.80,45.08
1,65.08,43.66
0,75.83,86.56
0,74.83,82.67
0,73.34,82.58
1,72.21,61.81
1,75.53,64.22
1,88.97,70.99
1,77.43,66.12
1,122.28,107.09
1,99.17,81.84
0,86.63,97.73
1,67.96,58.47
1,81.35,65.69
1,108.64,95.31
1,79.17,54.78
1,92.96,82.12
1,93.69,75.71
0,71.45,80.26
1,92.41,83.42
1,79.02,65.07
1,62.76,42.53
1,72.59,62.02
0,74.40,83.35
1,76.37,62.60
1,72.39,55.85
0,74.02,84.06
0,79.93,89.76
0,76.72,85.19
0,69.45,79.66
1,76.89,62.90
0,77.00,83.91
0,75.12,83.79
0,76.10,85.06
1,57.63,42.36
1,57.75,45.51
1,106.81,90.83
1,73.09,61.56
0,79.86,89.42
1,96.19,81.70
1,55.80,45.62
0,84.50,97.00
0,79.52,89.18
1,82.35,70.16
1,76.36,67.73
0,78.00,87.56
1,75.01,66.30
0,76.63,86.48
1,90.47,78.98
1,81.90,65.37
0,84.07,95.20
1,76.32,60.59
0,77.76,86.50
1,124.10,111.81
1,77.68,64.13
1,83.05,70.40
0,71.72,79.74
0,76.83,85.94
1,72.62,61.17
1,93.26,77.35
1,82.47,67.73
0,73.42,82.24
0,68.87,78.75
1,62.30,52.82
0,75.31,85.00
0,79.48,90.41
1,62.36,46.92
1,104.87,90.67
1,51.14,35.72
0,70.53,79.95
1,55.47,44.28
1,92.55,81.07
0,74.77,84.50
0,78.73,88.58
0,74.31,84.39
1,81.67,63.57
1,59.61,45.48
0,79.67,89.01
0,78.29,87.78
0,74.10,81.96
0,71.18,79.42
1,77.76,69.34
1,61.92,53.11
0,76.88,87.29
1,75.19,61.08
1,94.09,72.11
0,76.63,85.89
0,81.32,91.64
1,68.74,48.71
0,79.11,89.34
1,90.41,78.90
0,80.36,89.91
1,91.86,81.70
1,84.58,75.14
0,73.57,83.46
0,77.48,87.38
1,54.75,45.78
0,76.57,88.69
0,72.91,84.08
1,73.57,59.88
0,79.75,90.63
0,81.70,92.86
0,72.51,79.26
0,75.58,84.93
1,126.86,107.09
0,76.21,85.77
1,94.85,84.67
0,74.82,82.94
0,80.60,90.93
1,74.68,59.09
1,93.95,81.29
0,75.32,84.08
0,81.22,91.44
1,92.82,83.44
0,71.19,81.80
0,67.35,76.28
1,83.21,68.32
1,81.31,66.78
1,92.23,79.88
0,69.74,79.41
1,101.41,90.54
1,65.94,51.74
1,90.78,78.03
0,81.91,93.87
1,80.22,63.77
0,74.78,84.13
0,78.00,87.13
0,78.38,89.51
0,77.72,85.11
0,76.43,86.66
0,69.56,79.83
0,70.60,80.48
0,77.64,87.03
0,73.12,80.95
0,78.31,86.82
0,79.93,89.42
0,75.08,85.16
1,105.31,90.34
1,103.04,89.24
1,97.14,73.68
0,75.75,85.86
1,76.18,65.36
0,76.39,85.46
0,71.75,81.61
0,84.72,95.94
0,77.20,86.21
1,87.26,74.67
1,114.17,101.50
1,125.13,113.21
0,74.72,83.84
1,67.27,48.75
0,74.58,83.41
0,64.99,74.34
0,74.82,83.67
1,94.34,82.35
0,78.02,89.01
1,80.45,68.24
1,77.80,66.08
0,72.47,80.62
0,83.83,95.08
0,76.22,85.01
0,75.79,84.39
1,79.01,67.37
1,63.35,53.40
1,98.29,88.08
1,78.10,67.43
0,69.16,79.63
1,122.93,110.19
0,75.43,82.54
0,72.97,83.60
1,70.94,58.08
1,94.22,84.87
0,76.94,86.83
0,76.98,86.34
1,98.38,85.29
1,101.83,90.16
1,97.83,81.00
1,73.88,63.14
0,76.04,86.05
1,82.58,71.51
0,76.54,85.83
1,68.14,58.30
1,77.49,65.80
1,79.03,55.71
1,103.25,90.85
1,97.17,85.99
0,70.27,77.37
0,72.60,82.33
1,59.17,50.39
0,80.24,90.19
0,72.67,80.62
1,55.84,21.63
1,92.51,81.60
1,114.67,100.29
1,91.16,80.12
0,71.14,79.32
1,57.26,46.72
0,83.02,92.95
0,69.95,78.62
1,124.83,108.23
1,116.63,99.81
1,79.51,65.03
1,90.93,78.84
1,91.76,78.54
0,70.79,79.17
1,95.83,76.56
0,70.09,78.07
1,78.31,66.36
0,68.56,77.58
0,72.78,83.11
0,70.32,78.48
1,67.02,54.87
0,73.09,81.88
1,110.84,100.58
1,119.66,108.18
1,51.48,29.66
0,71.17,80.16
0,73.57,81.78
1,79.35,68.45
1,82.55,74.35
1,82.26,75.22
1,91.92,76.06
0,74.24,84.33
1,78.10,58.94
0,76.47,86.56
0,79.61,87.05
1,69.80,39.91
0,76.60,86.24
1,82.54,73.36
1,91.73,78.38
1,91.05,79.99
1,80.29,68.08
0,79.47,89.36
1,67.60,50.13
0,71.04,80.62
1,78.94,68.51
0,76.96,87.55
0,74.06,83.18
0,72.46,82.67
1,78.75,67.95
1,65.87,55.21
1,102.72,91.33
1,72.89,61.75
0,76.02,84.94
0,77.79,87.90
0,76.10,86.63
0,76.37,85.17
0,61.11,68.42
1,73.10,59.37
0,78.38,87.05
0,73.10,81.54
0,77.48,88.23
1,66.52,55.35
1,50.22,30.03
0,76.64,86.65
1,80.69,73.43
1,56.15,38.01
1,70.93,58.89
1,99.07,84.55
0,75.03,83.72
0,78.12,88.46
1,66.89,58.64
0,75.38,85.12
1,81.95,72.51
1,68.13,55.89
0,74.08,84.58
1,80.19,71.48
1,73.73,62.48
1,77.83,68.37
0,75.97,85.43
1,95.34,84.10
0,80.87,89.13
1,110.51,89.21
0,76.99,86.21
0,78.30,88.45
1,92.20,76.48
0,73.37,81.43
0,75.59,85.40
1,76.52,61.93
0,76.79,87.57
1,87.86,75.19
1,142.74,128.95
1,79.39,65.30
1,95.10,84.34
1,84.21,74.30
0,76.14,85.65
1,66.74,56.39
0,72.82,81.10
0,76.90,85.92
0,75.90,86.05
1,56.61,46.06
1,92.47,80.53
1,65.27,54.63
1,116.29,99.83
1,99.22,88.83
0,74.92,84.77
1,52.14,36.68
0,81.13,90.31
0,78.34,88.44
0,76.87,87.23
1,71.38,54.79
0,74.38,83.92
1,74.47,65.16
1,88.64,76.68
0,84.35,95.02
0,76.74,87.47
0,76.80,87.15
0,75.14,83.89
1,97.01,81.16
0,65.82,74.75
1,105.46,75.45
1,55.79,41.60
1,57.95,40.47
1,104.48,92.24
1,78.41,68.39
0,71.73,80.85
0,73.16,82.04
0,79.05,89.73
1,66.32,55.14
1,75.97,59.42
1,93.40,80.03
0,83.39,93.40
0,76.33,85.46
0,74.61,84.51
0,73.85,83.56
0,71.33,82.77
0,83.74,93.67
0,74.76,84.58
0,77.87,87.90
0,77.13,86.29
0,74.73,83.96
0,68.73,76.58
1,80.48,66.11
1,81.95,73.15
1,63.52,54.86
0,71.92,81.56
0,70.05,78.73
0,68.98,76.27
1,91.65,75.61
0,67.83,76.71
0,72.49,82.64
1,81.89,70.16
0,77.55,87.18
0,76.10,86.56
1,79.82,68.56
0,71.49,80.18
1,60.21,49.55
1,54.69,39.47
0,72.96,82.92
0,80.75,91.54
0,78.56,90.51
1,88.29,76.30
0,80.74,91.51
1,90.75,69.16
0,75.14,83.79
1,47.03,28.90
1,117.30,105.27
1,90.67,70.70
1,87.00,77.35
0,79.29,90.21
1,61.19,48.58
0,74.07,81.67
1,76.20,66.45
0,79.04,88.77
0,82.35,92.37
0,73.04,83.30
1,106.97,88.72
0,74.25,83.72
1,101.15,81.38
0,72.64,80.68
1,99.69,89.39
1,97.07,76.55
0,82.26,92.42
0,74.95,84.52
0,77.37,85.83
1,102.67,90.83
0,80.45,90.83
0,74.05,83.62
0,78.58,87.64
1,66.52,57.89
1,67.05,51.80
1,68.68,59.72
1,95.39,74.42
0,79.32,89.81
1,126.21,108.51
0,71.45,80.07
0,72.39,82.15
0,77.50,86.25
1,94.93,81.33
0,73.28,82.62
1,108.03,98.39
1,65.75,55.83
0,75.71,84.12
1,80.33,67.55
0,72.05,81.80
1,88.37,73.29
0,70.43,79.23
1,77.55,63.18
0,76.38,84.37
1,63.38,48.95
1,106.36,95.28
1,72.90,61.99
0,77.25,88.36
0,79.62,89.66
1,114.19,96.12
0,74.63,84.11
0,71.35,78.69
1,63.32,48.54
1,78.88,68.07
1,130.57,116.32
1,114.59,104.97
1,156.80,139.01
0,80.16,90.89
0,65.57,74.12
0,81.05,91.10
1,87.34,76.62
1,76.47,64.18
0,78.21,87.80
0,75.38,84.99
0,78.03,88.96
0,82.10,93.37
0,79.80,89.79
1,73.13,67.57
1,92.98,79.11
0,80.56,90.04
0,75.51,85.88
0,73.23,81.51
1,90.03,77.36
0,70.61,78.77
0,84.87,95.25
1,111.74,89.90
1,86.54,71.03
1,61.24,51.90
1,73.95,61.60
1,128.63,113.72
1,64.39,56.06
1,75.33,56.94
0,71.27,80.38
1,111.05,100.48
1,77.91,65.94
0,72.24,80.81
1,80.48,66.79
0,73.79,83.14
1,136.09,119.13
1,80.43,50.85
0,74.10,83.17
1,72.76,60.42
0,74.43,83.48
0,73.93,83.06
1,106.55,90.90
0,76.91,87.25
0,72.47,81.88
0,80.78,92.26
1,63.67,35.87
0,65.60,74.52
1,68.46,59.76
0,80.79,91.19
1,69.58,52.82
0,77.90,87.84
0,82.11,92.95
1,58.77,40.95
1,60.42,51.31
1,84.64,73.60
0,76.10,85.49
0,72.67,80.57
1,84.01,75.86
0,74.41,83.78
1,60.73,46.68
1,74.05,63.08
0,69.37,78.87
0,73.62,81.88
0,73.55,83.33
0,67.34,76.22
1,96.94,83.75
0,75.72,85.53
1,77.92,62.53
1,79.37,62.32
1,77.97,68.48
0,74.87,84.60
1,86.03,73.74
1,78.47,66.16
1,84.18,74.16
0,71.54,80.20
0,85.04,95.08
0,70.07,79.99
0,77.85,86.98
1,91.84,78.12
1,89.12,76.60
0,78.30,87.93
1,94.22,81.57
1,97.04,88.58
1,111.56,90.32
1,57.22,38.15
1,65.57,50.32
1,104.16,92.32
0,81.13,92.29
0,75.89,86.52
1,73.10,61.35
1,114.69,102.07
0,73.48,83.52
1,69.03,52.55
0,74.09,82.94
1,117.36,102.16
0,79.94,89.66
1,56.45,47.12
1,77.55,66.93
0,76.82,87.01
1,58.77,39.21
1,82.07,74.39
0,74.39,84.25
1,74.02,62.34
1,91.14,78.22
0,76.39,85.46
0,76.83,85.87
1,107.72,96.28
0,70.33,79.58
1,56.46,21.32
1,66.60,50.73
1,76.10,63.17
0,78.88,88.31
1,61.74,52.83
1,40.71,24.08
1,109.29,91.02
1,102.64,89.91
1,133.67,119.01
0,75.06,82.27
0,75.48,84.94
1,71.42,60.05
0,73.55,83.76
1,62.31,54.61
0,70.89,80.88
0,68.22,77.63
0,67.99,75.69
0,70.60,79.51
1,86.64,74.68
0,78.34,88.20
1,87.01,75.13
0,75.17,86.73
0,70.30,80.66
0,83.36,94.69
1,106.94,96.02
1,88.30,74.22
1,72.61,56.37
1,71.39,56.90
1,149.77,122.12
0,72.19,81.91
0,77.64,86.54
0,73.19,83.38
0,77.41,88.48
0,71.60,79.71
0,78.27,88.59
1,74.91,59.77
0,84.51,94.23
1,67.92,58.36
0,74.56,84.10
1,70.20,57.56
1,106.91,91.53
1,76.80,65.24
1,83.33,69.45
1,102.31,85.51
1,77.26,66.90
1,99.40,87.79
1,64.80,47.68
0,76.47,85.72
1,71.90,56.25
1,86.05,62.97
0,71.71,78.87
1,77.64,67.55
0,85.06,96.00
0,72.76,82.21
1,81.71,66.15
0,80.79,91.73
0,77.58,88.15
0,79.98,89.19
0,71.61,81.27
0,79.90,90.04
0,72.65,82.52
1,88.42,75.07
0,80.02,89.18
0,76.14,85.24
0,72.28,82.25
0,70.14,77.71
1,74.67,63.43
1,74.10,66.37
0,78.16,89.23
0,72.97,82.38
0,71.51,81.33
0,84.75,95.71
0,79.18,88.37
1,89.32,78.65
0,74.03,83.45
0,73.84,83.93
0,81.34,91.65
0,74.09,82.41
1,64.91,54.73
0,70.43,80.67
0,69.91,79.03
1,101.43,88.91
1,119.15,104.12
0,72.14,82.08
0,72.50,82.86
0,69.96,78.95
0,78.01,87.64
1,113.78,99.40
0,80.11,89.64
0,73.01,80.91
0,74.72,83.87
0,72.24,81.84
0,76.35,85.57
0,70.91,79.29
1,116.58,103.39
1,63.21,55.32
1,70.76,60.62
1,86.71,74.71
1,87.11,74.11
1,95.29,81.73
0,72.37,81.42
0,77.51,87.72
1,90.88,77.01
1,106.80,92.58
0,79.50,90.89
0,77.73,88.15
0,74.95,84.60
0,72.37,80.12
1,81.35,67.61
1,56.01,45.11
0,72.13,79.75
1,74.25,62.39
0,70.67,80.05
0,78.82,90.13
0,75.11,84.80
1,65.80,46.14
0,69.33,76.09
1,94.21,77.07
0,82.97,91.29
1,78.54,62.43
1,63.30,44.02
0,74.00,84.44
0,73.43,82.61
0,68.25,76.87
1,76.66,63.48
0,72.52,81.86
1,88.03,73.31
1,50.25,35.45
1,67.26,47.94
0,77.85,87.08
1,61.36,49.13
1,70.81,58.43
0,73.58,84.89
0,79.23,88.58
1,109.98,92.40
0,82.39,92.67
1,79.39,69.62
1,106.46,89.85
0,75.91,85.61
0,74.25,82.95
1,118.10,101.19
1,90.67,70.75
1,89.60,78.47
0,79.68,90.30
1,89.78,71.88
0,69.81,79.01
1,120.54,107.62
1,93.78,72.49
1,78.86,59.77
1,71.62,59.03
0,76.12,85.47
0,77.33,86.94
1,101.14,91.65
1,89.46,73.94
1,97.45,84.95
0,72.19,81.58
1,79.22,67.91
1,77.56,62.58
1,114.46,100.02
1,115.82,96.01
0,72.60,81.68
1,87.12,72.60
1,64.44,55.40
1,57.09,47.00
1,60.36,30.78
0,71.50,80.98
0,70.98,80.69
1,95.89,82.48
0,69.07,77.06
1,90.75,78.26
1,74.40,65.10
0,82.00,93.75
0,76.66,87.24
0,86.51,97.17
1,80.27,70.61
1,90.31,80.87
1,46.43,26.73
0,78.08,89.50
1,73.92,63.03
1,96.10,78.93
0,75.59,83.40
0,80.73,90.87
0,79.28,87.01
1,80.04,66.80
0,67.52,76.44
0,70.40,81.33
0,68.19,77.35
1,74.79,63.15
1,117.53,100.49
0,77.84,88.04
0,75.08,86.00
0,74.93,84.26
1,98.87,83.89
1,69.48,53.49
0,74.66,83.81
1,104.39,91.23
0,81.64,93.52
1,88.16,76.83
0,74.98,83.71
0,70.82,78.71
0,77.86,88.12
0,75.32,85.17
1,130.67,117.53
1,81.30,72.11
0,68.81,78.46
0,71.88,81.27
0,75.93,85.17
0,72.16,81.48
1,78.51,69.00
1,92.28,77.80
1,85.07,66.18
0,72.50,82.76
0,80.06,90.14
0,72.44,81.76
1,101.94,87.75
0,73.50,83.09
1,81.48,68.92
0,77.31,87.81
0,72.94,82.71
1,62.52,49.97
0,80.98,91.69
0,76.38,86.47
1,110.63,83.58
1,73.41,63.56
1,64.34,52.65
1,111.54,97.06
0,70.19,79.39
1,91.82,80.43
1,94.67,82.28
1,102.61,89.74
1,86.11,76.43
0,77.50,86.72
1,80.36,66.83
1,43.37,31.07
0,81.78,92.62
0,70.12,79.19
0,75.25,84.75
1,84.33,72.82
1,96.92,81.05
0,78.02,87.95
0,76.70,84.75
1,60.76,50.57
1,78.78,70.04
0,77.37,86.56
0,77.13,85.75
1,111.92,97.47
1,65.45,51.59
0,75.57,85.59
1,58.50,38.33
1,76.52,61.10
0,81.35,91.01
1,55.29,40.57
1,59.27,42.43
1,154.91,140.65
0,80.56,90.89
0,84.57,96.06
0,72.19,81.73
1,71.72,63.06
1,115.31,100.65
0,75.69,84.79
1,103.52,90.26
1,70.84,56.53
1,86.66,75.67
1,121.20,108.68
0,67.32,75.49
1,82.08,69.84
0,70.43,79.65
1,99.15,86.10
1,58.89,50.86
0,73.38,82.11
0,72.53,82.57
0,71.58,80.47
0,75.71,84.56
1,122.15,109.50
0,75.43,85.02
1,95.93,83.21
1,83.76,74.39
0,70.43,79.71
0,78.14,87.51
0,71.10,80.90
1,82.43,70.68
1,56.46,47.78
0,74.08,82.86
0,83.44,93.82
0,66.64,75.71
0,74.48,84.33
0,73.34,81.66
1,75.24,64.79
1,66.69,56.75
0,79.56,88.22
1,80.78,69.59
0,72.01,81.09
0,76.68,86.04
1,84.87,59.29
1,69.89,49.37
1,84.59,71.61
1,115.21,98.28
1,90.23,71.02
0,75.71,86.34
0,71.28,80.61
0,76.55,86.58
0,79.03,87.05
1,66.27,52.58
0,75.13,85.06
1,92.49,81.44
1,68.40,56.67
1,126.81,114.94
0,76.21,84.48
0,72.24,80.71
0,73.59,81.98
1,59.95,50.54
0,78.43,89.00
0,71.19,81.73
1,134.99,114.95
0,76.41,85.95
0,81.28,90.87
1,107.37,69.15
0,70.99,79.64
0,74.61,83.95
1,120.34,101.72
0,82.71,93.29
0,72.25,81.31
0,72.42,80.52
1,105.29,92.18
1,77.31,65.09
1,64.52,46.86
0,75.31,84.64
1,58.37,46.76
1,139.02,125.72
1,69.52,61.71
0,79.66,91.55
1,132.46,122.97
1,73.61,63.03
0,71.22,80.14
1,55.30,44.87
0,78.25,87.79
