Label,W2,W3,W4,W5,W6,W7
1,155.71,114.50,104.71,106.48,106.36,106.43
0,164.11,111.97,126.04,129.84,130.44,130.56
1,169.17,107.50,98.71,100.51,100.72,100.77
1,153.33,102.42,96.46,105.58,106.45,106.20
1,222.59,166.52,160.53,176.02,176.50,176.66
1,190.31,135.75,125.52,130.22,130.66,130.85
0,158.85,106.83,117.13,125.27,127.04,127.58
0,168.47,124.80,139.17,144.01,144.82,144.91
1,162.23,126.09,121.26,118.68,119.25,119.72
0,105.11,67.19,77.58,78.51,80.85,81.06
1,148.05,92.21,84.72,84.04,84.07,84.05
1,161.60,122.94,114.13,111.95,112.46,112.57
0,133.72,85.86,94.16,100.97,100.67,100.61
0,154.05,103.65,114.19,118.49,118.93,118.82
0,155.16,102.17,114.99,113.45,113.91,114.38
1,196.40,146.81,141.38,145.41,145.37,145.24
1,198.48,139.27,133.46,137.21,137.01,137.19
1,227.58,172.11,169.37,173.96,174.11,174.10
0,144.06,107.99,126.77,127.57,128.46,129.00
1,201.93,145.83,132.96,128.05,127.36,127.31
1,264.22,224.58,225.46,239.08,238.00,238.07
0,122.15,79.06,88.66,93.36,93.95,94.13
0,157.61,114.45,130.38,131.67,132.08,132.08
0,181.25,119.22,126.41,136.58,136.96,137.04
1,119.64,82.05,75.11,75.39,75.25,75.24
0,170.48,122.42,143.17,144.23,143.71,144.34
0,118.16,81.64,93.27,102.41,102.82,102.50
0,152.54,99.38,115.18,118.05,118.29,118.38
1,117.74,82.25,73.26,75.80,75.00,75.21
1,126.70,86.21,78.62,79.25,79.27,79.28
0,142.80,93.88,106.01,108.62,109.29,109.53
0,119.40,89.30,101.25,101.87,102.92,102.84
0,153.38,102.48,115.19,119.38,119.91,120.07
1,290.01,248.94,239.60,240.80,240.72,240.52
1,156.61,109.82,103.73,106.92,107.47,107.62
0,165.38,117.54,136.07,141.01,141.48,141.54
1,109.14,71.40,64.63,65.24,65.16,65.21
0,156.52,107.77,120.05,127.25,128.06,129.17
1,208.99,150.12,141.44,144.42,145.16,145.25
0,148.26,98.66,110.65,114.07,114.56,114.61
0,109.01,70.15,80.91,83.67,83.47,83.77
0,131.16,87.57,98.46,100.64,100.89,100.94
0,159.35,102.38,112.64,118.48,119.14,119.19
1,147.85,93.09,80.76,81.10,80.42,80.28
1,152.02,100.63,91.77,95.61,96.11,96.50
0,170.50,117.69,131.63,134.78,135.58,135.72
0,152.11,102.66,115.36,118.94,119.33,119.41
0,151.05,106.58,118.80,122.86,123.37,123.44
0,195.55,139.60,160.39,168.53,169.09,169.19
1,231.66,169.58,162.90,160.88,161.34,159.09
1,132.49,90.82,84.30,85.54,85.47,85.53
1,116.80,78.34,72.61,72.60,72.23,72.30
0,126.66,82.93,94.61,98.89,98.79,98.76
0,148.21,98.22,113.99,119.66,119.90,119.89
0,175.76,120.95,131.98,137.73,138.53,138.67
1,202.83,158.68,153.57,159.94,160.12,160.29
0,153.88,106.70,118.09,124.56,125.92,125.94
1,172.72,110.19,99.45,101.88,102.23,101.96
0,124.99,83.49,98.34,104.24,104.37,104.51
0,145.67,98.27,110.77,115.05,115.56,115.59
1,214.99,139.61,132.05,134.29,133.25,133.43
0,116.55,72.80,82.23,83.71,84.16,84.39
0,130.15,90.08,97.20,102.74,103.68,103.87
1,106.83,74.53,68.98,70.87,70.83,70.80
1,147.38,102.10,91.41,93.97,93.78,93.43
1,188.94,144.33,138.48,142.76,142.73,142.40
1,145.08,94.70,85.92,87.28,87.19,87.11
0,141.56,96.88,105.96,108.61,108.10,108.04
1,103.00,72.62,66.46,68.11,67.31,67.36
1,149.74,103.55,93.63,92.53,92.91,92.97
1,210.85,172.57,161.44,172.03,172.98,173.09
1,112.71,93.43,82.77,84.59,84.08,84.12
0,178.53,133.59,143.45,153.13,153.53,153.29
1,238.33,184.94,176.18,181.75,182.38,182.39
1,231.24,179.71,168.03,170.35,170.21,169.46
0,137.09,87.42,97.13,100.03,100.81,100.82
0,122.24,77.34,84.44,90.91,92.12,92.35
0,146.13,98.46,111.82,116.67,117.08,117.14
1,205.52,154.23,148.75,151.88,152.61,152.77
1,122.15,79.05,72.02,73.06,73.31,73.47
0,169.56,111.49,125.69,129.46,130.08,130.14
0,122.54,73.97,82.91,87.49,89.24,89.24
1,230.03,184.96,177.54,179.49,179.24,179.13
1,327.56,221.42,209.51,215.23,215.30,215.49
0,162.80,109.71,118.11,123.51,123.57,123.61
0,141.07,93.06,107.64,111.35,111.47,111.64
1,167.53,119.95,109.50,115.73,114.94,115.14
1,158.90,109.98,99.41,102.08,101.94,101.59
0,125.94,92.66,115.16,117.27,119.63,119.61
1,217.06,146.49,129.90,136.80,138.34,138.31
1,145.35,103.44,93.86,96.64,97.25,96.68
0,182.78,123.77,134.76,137.89,138.48,138.43
1,208.37,152.46,139.86,141.39,142.00,142.05
1,114.73,79.18,71.53,72.02,72.08,72.21
1,192.19,149.19,137.89,145.99,145.73,145.63
0,144.26,110.75,121.75,125.94,126.49,127.03
0,158.61,108.05,119.04,124.05,125.27,125.23
0,143.29,98.87,109.99,113.96,114.69,114.74
1,276.10,231.29,222.23,221.93,221.60,222.11
1,189.51,145.38,139.03,144.38,143.96,144.09
0,157.21,110.58,123.88,130.64,130.80,131.15
1,132.81,98.38,91.24,90.14,90.45,90.48
1,275.41,205.09,192.72,194.49,194.49,194.39
1,153.59,116.15,111.06,111.99,111.86,111.91
1,241.44,192.43,183.28,190.41,190.20,189.85
0,144.79,91.56,105.59,109.29,110.76,110.36
1,161.54,110.48,102.41,103.01,102.79,102.80
0,139.30,85.33,95.56,96.45,97.35,97.42
1,136.66,87.95,84.20,87.23,87.21,87.28
1,131.41,86.99,76.92,79.08,79.33,79.33
0,148.69,98.81,110.73,112.41,112.93,112.92
0,124.97,82.45,92.50,92.47,93.19,93.02
0,170.32,117.55,130.26,134.53,135.02,135.25
0,166.55,110.28,123.11,129.23,130.31,130.56
1,144.44,96.78,88.04,88.84,88.93,88.97
0,140.55,102.60,113.75,116.98,117.73,117.93
1,140.19,89.70,81.86,86.19,87.09,87.19
1,183.48,139.85,133.07,133.82,133.89,134.00
0,158.95,112.95,124.98,124.88,124.96,125.11
0,159.23,107.86,120.95,124.36,124.60,124.65
0,138.44,91.78,103.55,108.45,109.04,109.33
1,109.60,74.58,66.98,66.52,66.08,66.13
1,132.27,98.88,90.66,90.28,90.74,90.91
0,141.75,87.09,99.15,106.51,106.47,106.37
0,156.22,105.72,117.33,120.78,121.85,121.87
0,137.35,89.02,100.09,105.40,105.98,106.03
0,166.23,115.47,130.42,136.07,136.22,136.36
0,149.72,101.87,116.16,118.45,119.11,119.33
1,146.12,100.13,91.47,92.35,92.23,92.23
1,185.76,144.86,136.82,141.25,141.47,141.50
0,133.13,93.08,105.84,107.76,107.96,107.92
1,199.08,142.42,135.75,142.66,142.75,143.09
0,148.30,109.43,117.07,125.06,125.42,125.64
0,162.42,113.32,126.60,130.62,131.09,131.19
1,169.23,128.66,123.29,129.54,129.20,129.17
1,235.83,175.76,162.87,171.62,171.02,171.43
1,109.93,74.27,65.97,65.16,65.40,65.52
1,220.28,173.97,167.98,170.49,170.90,170.98
1,148.64,107.64,96.01,96.49,96.73,96.81
0,146.52,94.98,105.83,109.81,110.02,110.18
0,154.60,101.59,111.90,114.22,114.62,114.81
0,126.90,82.19,93.51,97.86,98.03,98.23
0,147.54,103.41,116.27,118.16,118.84,118.89
1,145.33,97.66,94.18,93.97,94.86,94.95
0,133.39,91.51,104.06,104.24,104.87,105.12
1,237.08,202.17,188.88,190.99,190.80,191.38
1,112.09,67.35,60.45,61.27,61.43,61.57
1,269.21,242.15,229.10,234.25,234.73,235.65
0,136.68,91.79,96.03,105.15,106.99,107.05
0,135.10,89.40,102.78,107.81,107.95,107.99
0,147.37,91.35,96.19,103.33,103.19,103.65
1,149.07,106.05,98.93,98.11,97.54,97.53
0,136.88,96.49,106.25,112.11,112.61,112.46
0,135.65,91.19,103.56,107.91,108.04,107.94
1,106.83,69.32,64.23,66.34,65.67,65.76
0,158.25,101.13,115.85,124.99,125.15,125.38
0,155.93,108.98,124.30,126.36,127.26,127.37
1,262.84,195.24,188.08,195.65,196.04,196.27
0,138.36,89.25,100.02,104.19,104.83,104.87
0,178.80,124.95,136.58,134.81,135.57,135.51
1,145.92,106.94,96.42,104.69,104.43,104.70
0,135.74,86.41,96.73,102.47,103.05,103.10
0,141.05,97.32,110.16,114.05,114.45,114.50
0,172.24,115.14,126.81,130.87,131.30,131.38
1,147.67,97.56,84.21,87.09,85.89,85.67
1,178.15,114.12,102.90,103.77,104.18,104.85
1,153.84,115.92,109.34,110.38,110.58,110.73
0,148.22,95.60,105.76,109.70,110.19,110.28
1,191.67,135.28,124.47,127.73,127.78,127.89
1,150.80,109.53,103.63,103.62,104.11,104.18
1,139.70,104.65,97.32,97.01,96.87,96.99
0,109.53,82.76,98.06,99.88,100.49,100.35
1,193.42,146.76,136.90,143.38,143.41,143.55
1,213.93,171.67,172.48,173.51,174.10,174.32
0,138.42,88.95,94.63,92.99,93.91,94.02
1,100.84,63.17,54.46,52.90,52.56,52.61
0,152.75,103.72,114.87,119.93,120.65,120.65
0,152.98,112.79,124.48,130.14,130.32,130.45
0,152.20,104.93,116.42,119.25,120.02,120.22
0,165.61,115.52,126.63,132.31,132.57,132.66
1,212.45,153.81,148.90,147.93,148.83,149.05
1,154.52,94.82,85.39,88.33,88.41,88.52
1,171.14,112.29,107.14,109.42,108.70,108.65
0,150.91,105.24,117.62,116.00,116.16,116.19
1,210.15,163.93,148.28,150.48,150.52,150.52
1,182.10,125.90,113.76,116.98,117.11,117.17
0,152.25,101.66,114.86,119.37,120.78,121.12
1,180.41,115.69,103.70,111.83,112.14,112.08
0,142.19,99.12,116.74,118.66,119.28,119.01
0,122.95,90.58,98.55,106.69,107.99,107.98
1,168.15,100.85,87.92,89.05,89.55,89.53
1,109.22,68.45,60.23,60.25,60.20,60.26
0,144.34,91.93,103.72,107.35,108.08,108.15
0,137.11,84.10,97.67,100.68,101.05,101.37
1,218.10,182.09,170.85,173.92,173.10,173.58
1,212.47,162.91,154.54,166.66,166.55,166.66
1,128.90,93.78,82.16,81.36,81.08,81.61
1,189.23,135.08,123.83,122.71,121.41,121.47
1,197.41,121.90,119.04,123.96,123.78,124.03
0,157.66,111.62,125.67,129.13,129.53,129.63
0,114.24,74.82,87.27,91.86,93.18,93.30
1,137.02,90.94,79.25,78.69,77.75,77.61
1,213.11,157.69,147.59,153.26,153.46,153.53
0,133.31,89.97,103.69,108.91,109.37,109.56
0,136.81,90.55,99.53,101.22,102.16,102.65
0,121.12,78.91,91.63,95.88,97.93,98.23
1,148.20,90.74,79.74,79.69,79.61,79.45
0,186.87,136.16,147.01,151.89,152.10,152.54
1,152.00,115.94,103.68,106.69,107.58,107.36
0,158.40,111.06,119.14,125.67,126.03,126.37
0,123.01,79.44,89.42,89.58,90.24,90.40
0,182.03,117.61,133.14,141.79,141.06,141.82
0,144.18,86.97,96.97,102.44,102.89,102.98
1,151.89,92.58,78.04,77.52,76.73,76.50
1,124.03,88.67,84.16,84.30,84.49,84.40
0,148.84,100.70,110.99,117.80,118.61,118.71
0,155.37,108.10,123.27,125.43,125.69,125.96
0,153.58,102.54,116.75,121.12,120.44,120.54
1,226.67,181.39,175.85,179.30,179.90,180.01
1,142.80,88.15,78.57,79.31,79.33,79.27
1,207.22,160.99,150.89,151.91,151.75,151.34
1,105.00,71.71,65.75,65.99,65.86,65.94
0,152.15,104.18,116.57,120.86,121.45,121.52
1,151.42,108.09,95.11,96.31,96.43,96.71
0,118.79,74.71,79.99,84.70,85.29,85.51
0,160.48,103.82,117.25,121.74,121.72,121.79
1,148.11,112.94,110.11,109.91,110.42,110.21
1,99.29,73.57,65.65,65.55,65.24,64.95
0,135.67,84.05,94.79,97.98,98.15,98.28
1,155.59,101.37,94.72,100.58,100.95,101.07
1,176.45,113.45,102.61,107.50,106.44,105.82
0,134.03,87.62,101.56,105.67,106.68,106.64
1,178.09,124.85,112.91,113.41,113.30,113.18
0,163.36,110.98,124.61,130.07,131.37,131.45
1,145.48,84.02,65.53,67.28,66.76,66.62
0,174.26,117.81,131.35,136.79,137.32,137.39
0,150.60,104.94,119.97,126.96,126.83,126.85
0,144.91,100.53,109.60,108.79,110.73,109.88
0,142.40,96.31,107.78,115.70,116.24,116.40
0,160.88,123.65,136.44,137.23,137.75,137.89
1,196.97,127.11,119.42,118.77,118.12,117.79
0,171.95,124.17,142.33,144.85,145.32,145.51
1,188.88,134.30,130.41,133.40,133.67,133.74
1,190.58,147.02,148.82,154.62,154.20,153.98
1,110.70,74.46,66.45,67.66,67.60,67.51
0,156.69,92.22,101.00,102.43,103.31,105.18
0,121.96,80.28,87.89,93.94,94.24,94.48
0,158.95,109.57,120.47,122.75,123.37,123.70
0,179.23,121.00,133.37,139.81,140.10,140.19
1,314.28,225.19,206.26,203.38,205.06,205.65
0,148.80,104.71,113.87,119.14,119.62,119.70
1,239.22,175.80,165.39,168.55,169.58,169.71
0,113.54,81.21,86.99,87.80,89.41,88.29
1,146.13,102.07,96.24,99.95,99.69,99.74
0,180.59,119.85,133.68,138.57,138.80,138.79
0,191.34,131.82,145.00,148.04,148.08,148.41
1,149.09,104.50,100.65,99.16,98.86,99.10
0,192.18,130.43,139.85,140.90,140.95,141.13
0,158.05,99.19,115.47,119.14,118.67,118.59
0,128.03,86.17,96.21,101.64,101.11,101.09
0,145.69,100.42,116.52,122.19,122.69,122.47
0,119.36,79.66,88.95,94.56,94.91,95.47
1,115.11,81.08,75.49,74.88,75.04,75.33
0,167.44,111.32,125.92,128.04,128.03,128.28
1,301.74,231.00,228.18,230.22,231.00,230.73
1,179.85,136.90,125.27,125.28,124.70,125.06
0,153.95,101.44,111.96,115.31,116.42,116.44
0,128.84,81.99,94.81,101.35,101.87,101.87
1,119.56,81.31,76.89,80.37,80.73,81.03
1,171.48,117.56,109.95,110.85,111.30,111.40
0,155.14,104.80,117.35,118.80,119.48,119.67
1,184.42,137.57,128.01,133.21,133.76,133.36
1,242.18,188.24,168.22,176.22,175.91,175.92
0,175.18,119.41,129.76,139.89,142.09,142.15
1,185.36,106.59,95.54,96.80,96.83,97.25
1,222.46,179.18,171.45,176.53,176.28,176.06
0,150.36,102.14,115.01,120.49,120.90,120.94
1,204.08,167.16,161.32,165.19,166.36,166.40
0,141.24,93.79,100.97,105.83,105.94,106.04
1,168.55,105.89,99.82,103.26,103.18,102.94
0,150.71,99.78,114.13,116.13,116.36,116.39
0,197.08,122.36,141.00,144.22,144.11,144.70
0,146.13,98.02,108.45,115.11,115.63,115.59
0,158.53,101.88,116.05,121.81,122.66,123.02
0,174.38,121.60,136.41,142.51,143.07,143.75
1,183.34,139.62,132.72,136.46,136.57,136.62
1,125.53,83.61,75.00,76.18,76.06,76.15
1,110.22,66.18,55.26,56.71,56.62,56.48
0,157.22,119.66,140.61,138.83,140.60,140.01
1,157.43,107.67,101.24,102.11,102.42,102.38
1,225.54,172.00,165.67,163.16,163.92,164.07
0,145.27,97.26,109.53,112.16,112.62,112.82
1,249.58,185.05,180.59,175.86,175.19,174.88
1,131.92,85.62,74.15,75.63,76.02,75.65
1,221.65,156.87,151.60,153.31,153.58,153.66
0,140.67,86.20,95.45,96.44,96.60,96.63
0,173.83,128.49,141.47,146.67,147.39,147.49
1,182.39,110.87,102.40,104.66,105.13,105.25
1,166.19,127.10,119.96,122.34,121.89,121.54
0,122.98,84.43,95.26,96.97,97.21,97.28
1,216.22,158.68,148.78,154.04,154.22,154.11
1,142.90,98.64,92.48,94.98,95.06,94.94
0,137.59,94.29,107.42,112.42,113.61,114.00
0,177.50,119.58,129.93,133.49,133.51,133.69
0,154.65,105.02,117.42,120.95,121.80,121.85
0,145.75,97.07,110.57,113.82,114.70,114.74
0,151.49,101.87,110.99,119.12,119.40,119.44
0,147.06,103.57,116.92,123.06,122.73,122.83
0,188.84,130.79,145.60,148.66,149.59,149.75
1,156.90,107.90,100.38,103.77,101.65,101.74
0,168.37,114.17,124.09,124.92,125.58,125.78
0,128.88,93.88,106.36,109.59,109.93,110.02
1,120.58,80.38,71.77,72.57,72.66,72.67
1,160.72,96.78,87.83,90.68,90.39,89.99
1,310.40,234.95,221.79,223.32,224.03,224.32
