Label,W3,W4
1,124.01,98.29
0,647.48,639.85
1,54.80,43.63
0,7.83,14.28
1,105.35,108.89
0,69.10,80.50
1,57.80,57.26
0,41.85,40.46
1,35.97,29.60
0,68.57,95.84
1,74.46,69.51
0,58.64,68.15
1,362.84,404.63
0,42.09,40.97
1,28.76,13.88
0,31.16,34.09
1,63.07,58.30
0,49.99,61.51
1,73.27,75.00
0,32.50,44.25
1,51.40,39.80
0,69.54,89.58
1,69.68,55.89
0,172.54,199.45
1,114.72,87.17
0,71.91,113.89
1,95.94,75.60
0,70.64,112.91
1,63.01,45.10
0,35.34,38.53
1,193.98,162.37
0,40.20,40.35
1,60.21,53.39
0,53.24,58.16
1,63.71,65.21
0,42.55,50.96
1,39.00,35.29
0,101.34,105.64
1,87.80,71.27
0,86.85,102.71
1,127.66,103.75
0,85.23,79.44
1,103.57,95.92
0,28.63,25.13
1,93.27,92.05
0,82.58,90.19
1,92.19,90.68
0,87.53,95.83
1,127.15,102.29
0,41.43,50.93
1,27.92,15.64
0,181.13,183.44
1,156.18,147.36
0,105.40,102.52
1,91.33,70.05
0,73.00,74.88
1,76.31,57.15
0,40.71,43.60
1,82.68,65.81
0,114.38,141.29
1,166.89,152.32
0,103.86,129.28
1,174.94,155.15
0,137.28,161.18
1,82.46,82.93
0,200.38,221.81
1,51.87,38.34
0,77.84,81.59
1,205.64,185.55
0,77.84,81.59
1,93.40,84.22
0,58.70,66.07
1,69.38,55.78
0,51.82,61.67
1,58.53,46.94
0,94.12,106.11
1,118.99,87.13
0,90.01,101.18
1,196.38,149.35
0,106.58,120.61
1,57.18,50.78
0,55.60,61.81
1,29.64,18.36
0,103.65,102.17
1,58.92,60.92
0,81.70,99.25
1,49.79,42.94
0,72.66,90.35
1,56.91,45.93
0,176.36,196.39
1,137.00,124.94
0,146.41,160.83
1,433.87,413.46
0,35.29,34.23
1,141.79,116.93
0,58.67,63.12
1,171.63,152.17
0,45.08,49.56
1,89.97,84.28
0,71.02,75.13
1,79.42,70.82
0,48.29,51.03
1,72.36,60.15
0,92.66,111.61
1,81.93,77.52
0,121.96,132.64
1,248.78,213.04
0,88.16,101.74
1,105.21,93.62
0,64.69,73.47
1,45.83,40.31
0,57.24,62.79
1,169.73,165.48
0,96.68,113.62
1,54.13,42.07
0,52.47,57.72
1,135.66,126.04
0,53.27,57.78
1,113.32,102.69
0,64.55,67.89
1,58.91,42.41
0,52.59,65.77
1,57.84,52.06
0,61.35,75.78
1,46.40,41.65
0,70.83,75.33
1,91.99,80.11
0,63.94,71.74
1,99.06,89.53
0,72.34,81.86
1,46.14,11.94
0,78.76,82.65
1,88.31,74.41
0,130.75,147.99
1,72.33,57.01
0,76.13,82.34
1,45.41,37.05
0,78.29,87.22
1,35.92,25.53
0,63.97,73.08
1,89.47,76.71
0,73.39,87.95
1,50.14,42.43
0,73.21,88.13
1,57.79,37.53
0,66.22,77.50
1,57.32,42.26
0,95.79,109.98
1,48.53,26.84
0,68.76,76.83
1,81.25,73.48
0,50.79,54.34
1,77.00,66.26
0,85.96,96.22
1,91.52,83.35
0,65.82,76.20
1,59.31,48.32
0,77.54,87.93
1,169.97,139.27
0,83.49,95.09
1,74.17,53.56
0,63.51,70.94
1,52.46,42.12
0,56.50,59.88
1,89.02,83.94
0,58.61,68.05
1,124.61,111.40
0,94.21,109.92
1,56.36,48.40
0,70.07,78.16
1,65.60,55.69
0,99.25,114.37
1,80.61,62.78
0,61.06,69.74
1,63.94,54.26
0,65.84,72.58
1,72.69,61.58
0,82.52,91.46
1,69.06,59.63
0,49.38,58.29
1,71.16,59.75
0,65.43,72.88
1,69.16,61.02
0,95.15,107.71
1,173.12,151.10
0,86.59,100.47
1,57.37,41.57
0,117.53,112.50
1,262.79,335.83
0,122.58,101.20
1,144.61,123.94
0,91.76,49.70
1,48.43,38.90
0,68.61,70.46
1,38.70,28.58
0,128.19,135.37
1,179.11,183.46
0,41.12,49.17
1,73.95,65.63
0,91.83,103.49
1,76.63,69.55
0,27.74,40.41
1,37.66,8.79
0,117.22,167.39
1,38.74,36.96
0,92.08,109.50
1,44.62,45.25
0,187.58,173.15
1,94.49,93.59
0,373.56,310.83
1,78.91,81.09
0,41.54,47.84
1,33.71,23.85
0,38.15,44.86
1,81.26,82.61
0,129.94,114.90
1,239.70,190.26
0,50.70,39.05
1,168.17,178.85
0,79.46,65.71
1,63.86,60.29
0,87.76,95.83
1,210.04,178.24
0,88.36,120.02
1,38.36,37.90
0,74.74,93.50
1,118.72,98.05
0,110.04,116.58
1,64.45,49.56
0,45.30,51.55
1,98.14,90.81
0,58.90,67.92
1,88.29,71.22
0,101.68,120.91
1,90.92,81.16
0,66.03,77.62
1,328.09,280.16
0,84.33,85.71
1,65.92,58.48
0,111.32,108.81
1,95.52,95.94
0,108.68,108.37
1,63.14,56.24
0,128.08,129.17
1,84.49,73.44
0,97.86,104.94
1,377.84,348.37
0,78.72,83.13
1,147.23,122.93
0,84.99,88.82
1,152.33,149.60
0,145.34,163.73
1,90.06,86.60
0,107.28,122.88
1,52.22,36.32
0,110.83,124.81
1,119.14,110.04
0,121.59,147.33
1,66.87,51.87
0,85.85,104.82
1,117.42,109.92
0,67.13,75.55
1,29.51,11.86
0,112.33,118.31
1,123.76,101.50
0,151.34,170.90
1,64.39,43.19
0,61.62,78.32
1,78.64,75.96
0,61.62,78.32
1,71.42,67.13
0,43.43,49.28
1,48.49,31.73
0,70.67,82.01
1,34.01,32.94
0,87.94,97.62
1,66.42,61.51
0,75.75,80.76
1,123.10,113.85
0,100.60,114.91
1,44.18,38.28
0,60.05,69.14
1,95.01,75.24
0,64.94,71.02
1,71.88,66.98
0,111.59,118.10
1,68.47,58.05
0,52.62,59.74
1,85.15,78.03
0,108.74,118.79
1,63.29,55.25
0,150.52,173.08
1,48.87,46.16
0,100.57,116.30
1,67.96,55.25
0,123.85,141.04
1,59.59,53.48
0,132.24,152.41
1,53.71,45.28
0,74.89,80.89
1,89.85,72.20
0,69.78,74.40
1,88.71,81.96
0,78.12,93.22
1,80.76,59.76
0,77.51,92.35
1,101.43,88.04
0,56.01,65.16
1,67.70,51.96
0,82.89,85.42
1,174.04,160.06
0,72.68,84.29
1,240.97,221.91
0,94.35,102.74
1,32.01,25.31
0,117.17,127.68
1,42.47,30.53
0,97.16,107.52
1,102.26,96.67
0,68.62,80.97
1,104.71,97.93
0,61.29,68.96
1,23.12,14.29
0,71.03,82.83
1,80.35,59.67
0,71.05,82.89
1,74.16,67.80
0,66.40,77.41
1,53.77,47.43
0,56.08,64.04
1,80.23,59.84
0,86.94,101.64
1,74.61,63.41
0,69.13,71.16
1,105.35,85.44
0,88.75,99.06
1,82.71,67.64
0,79.99,88.10
1,58.45,48.39
0,63.09,67.89
1,98.63,80.92
0,109.78,126.41
1,121.63,104.14
0,102.98,112.60
1,200.30,191.25
0,90.12,98.67
1,74.64,65.39
0,75.24,84.12
1,153.09,149.67
0,85.06,93.45
1,72.80,64.38
0,69.19,79.65
1,44.48,32.82
0,70.36,79.36
1,80.66,69.84
0,63.76,68.52
1,112.87,104.90
0,85.27,95.98
1,111.31,105.39
0,88.19,96.38
1,105.95,83.88
0,72.50,79.90
1,109.59,95.73
0,59.73,69.78
1,40.31,28.74
0,97.90,112.13
1,67.12,55.81
0,83.10,90.24
1,82.98,67.36
0,70.70,82.92
1,51.28,41.97
0,86.62,93.88
1,57.36,48.01
0,56.05,62.77
1,114.50,100.50
0,83.61,96.59
1,158.41,153.54
0,69.19,76.22
1,62.54,53.66
0,71.87,79.73
1,130.05,116.64
0,75.11,84.98
1,69.72,61.22
0,58.83,67.81
1,51.22,43.75
0,91.55,97.58
1,51.29,47.55
0,220.67,238.06
1,57.68,49.36
0,116.63,153.29
1,237.82,179.34
0,102.67,124.97
1,106.16,128.35
0,84.13,80.03
1,28.34,28.59
0,78.89,81.04
1,12.95,10.08
0,71.25,76.17
1,118.53,99.24
0,36.03,38.08
1,120.54,117.76
0,12.93,14.08
1,64.46,66.02
0,43.11,44.90
1,62.52,56.70
0,209.48,231.56
1,38.01,35.36
0,1570.24,1603.22
1,43.99,28.10
0,147.36,144.68
1,156.52,180.35
0,91.67,95.76
1,114.29,105.91
0,72.61,72.99
1,33.99,24.57
0,52.96,58.13
1,73.09,121.01
0,99.89,111.98
1,24.44,26.77
0,103.74,120.14
1,60.92,57.29
0,76.63,83.17
1,45.49,37.44
0,282.78,303.46
1,63.14,51.74
0,183.30,219.23
1,72.04,71.31
0,72.27,70.07
1,85.19,69.84
0,102.37,108.91
1,169.62,159.61
0,60.58,59.24
1,103.06,96.98
0,82.81,89.62
1,88.88,82.71
0,102.96,108.89
1,53.58,52.13
0,29.97,36.31
1,100.04,91.68
0,50.80,59.26
1,72.24,63.23
0,43.24,51.72
1,70.74,59.07
0,42.00,51.13
1,63.03,55.04
0,101.09,107.57
1,200.49,161.36
0,113.18,120.18
1,62.41,27.88
0,75.54,88.26
1,61.58,62.20
0,55.82,57.19
1,84.48,74.67
0,91.54,109.29
1,135.48,136.36
0,106.64,132.05
1,40.20,30.50
0,66.40,71.57
1,55.82,54.92
0,99.06,102.80
1,126.42,102.74
0,135.86,148.40
1,68.95,64.99
0,120.68,129.22
1,51.59,18.74
0,109.07,133.69
1,233.60,212.76
0,98.69,121.11
1,51.69,26.13
0,112.29,146.19
1,205.88,180.33
0,115.47,140.21
1,179.49,173.61
0,82.50,87.13
1,182.63,167.20
0,73.38,78.61
1,82.15,76.69
0,163.79,188.62
1,62.65,54.36
0,82.45,91.62
1,149.24,106.48
0,77.53,87.62
1,59.04,48.80
0,70.24,85.89
1,47.54,25.88
0,91.36,102.76
1,61.57,58.19
0,80.00,97.93
1,323.59,326.54
0,44.95,55.51
1,77.09,71.82
0,74.68,85.29
1,118.86,111.50
0,49.92,59.47
1,111.00,101.97
0,51.42,62.23
1,57.30,47.91
0,42.57,51.77
1,84.35,80.14
0,132.41,143.86
1,114.56,101.78
0,143.58,156.44
1,58.02,38.19
0,85.71,94.23
1,68.78,57.31
0,88.91,108.25
1,169.18,146.31
0,58.20,70.49
1,42.92,33.08
0,53.13,66.37
1,40.50,24.99
0,59.14,67.12
1,68.69,61.54
0,109.40,121.20
1,93.40,74.14
0,97.07,111.07
1,88.07,83.43
0,106.22,129.37
1,114.11,82.38
0,85.92,93.97
1,61.81,46.38
0,71.39,76.92
1,109.49,95.85
0,64.00,71.97
1,110.08,108.20
0,77.40,83.73
1,56.37,41.06
0,77.27,80.33
1,195.59,199.87
0,49.43,58.50
1,156.50,139.42
0,88.11,95.37
1,65.54,54.88
0,61.43,64.00
1,101.74,99.99
0,70.09,76.57
1,105.93,99.91
0,72.33,80.71
1,63.75,44.27
0,72.03,86.13
1,66.64,56.49
0,66.34,79.82
1,66.95,64.73
0,79.31,93.03
1,59.08,49.22
0,84.09,98.95
1,105.46,82.47
0,68.69,74.60
1,67.44,60.03
0,66.36,75.80
1,121.77,108.51
0,103.72,115.59
1,48.03,35.00
0,97.54,107.27
1,57.40,51.89
0,77.95,88.06
1,69.09,58.01
0,82.87,91.14
1,74.44,67.40
0,95.12,108.09
1,68.90,61.36
0,76.34,84.47
1,47.75,35.05
0,85.02,101.52
1,114.33,104.97
0,83.17,94.00
1,115.43,101.93
0,62.90,72.47
1,76.03,64.58
0,70.48,82.71
1,81.80,60.64
0,87.11,97.47
1,130.37,109.73
0,78.74,89.76
1,77.70,63.81
0,70.83,78.00
1,184.66,178.06
0,88.54,99.40
1,60.56,50.50
0,85.55,94.80
1,168.21,147.93
0,75.10,86.28
1,79.42,66.71
0,85.22,91.90
1,88.41,72.36
0,72.60,81.94
1,37.60,32.99
0,144.03,155.12
1,59.61,49.12
0,125.48,169.68
1,158.33,155.89
0,654.38,850.06
1,220.06,244.14
0,102.30,119.09
1,36.94,31.68
0,313.74,332.88
1,17.16,19.53
0,66.63,73.06
1,93.31,80.77
0,91.01,100.10
1,63.49,50.60
0,301.72,404.08
1,56.26,53.22
0,54.74,59.32
1,59.37,53.87
0,57.40,74.59
1,55.68,55.45
0,39.53,59.41
1,51.02,42.71
0,122.51,146.77
1,33.48,17.07
0,58.35,65.64
1,181.88,145.08
0,308.35,368.05
1,189.26,196.94
0,99.23,106.03
1,18.64,18.59
0,113.02,125.40
1,33.02,24.79
0,128.23,149.05
1,339.91,261.25
0,64.65,71.99
1,202.70,202.69
0,36.70,34.62
1,340.86,241.24
0,50.84,51.79
1,125.36,113.62
0,63.47,62.31
1,182.67,181.24
0,55.71,72.95
1,58.85,50.07
0,152.02,182.73
1,90.27,86.16
0,69.25,79.79
1,67.22,64.27
0,79.76,97.57
1,123.13,121.18
0,145.55,165.79
1,36.43,31.82
0,48.85,52.92
1,98.59,88.13
0,45.75,48.76
1,52.81,43.35
0,193.45,266.47
1,106.07,95.44
0,124.17,138.09
1,57.13,49.71
0,66.33,72.56
1,106.88,107.56
0,57.86,64.21
1,55.71,58.17
0,511.66,537.40
1,49.88,27.74
0,174.56,183.09
1,75.41,64.10
0,112.11,116.51
1,184.18,189.73
0,124.06,131.43
1,30.10,17.62
0,105.40,98.71
1,39.76,35.32
0,107.16,81.22
1,73.35,61.25
0,58.37,63.31
1,86.55,80.42
0,46.93,41.93
1,98.63,90.99
0,45.08,56.02
1,112.62,106.55
0,45.08,56.02
1,70.68,55.38
0,128.07,129.17
1,43.17,32.34
0,95.33,101.12
1,76.80,73.48
0,77.64,82.75
1,112.11,104.59
0,51.70,61.13
1,61.83,44.01
0,97.37,107.87
1,44.69,41.55
0,115.47,123.21
1,90.40,80.54
0,80.09,85.95
1,73.26,52.43
0,68.23,77.61
1,119.54,100.19
0,51.77,60.40
1,37.86,24.40
0,47.65,59.60
1,30.53,20.97
0,109.45,144.22
1,57.13,47.67
0,46.26,77.72
1,44.12,27.52
0,76.68,93.14
1,51.39,46.73
0,92.88,109.49
1,66.03,57.13
0,87.48,106.01
1,103.12,84.31
0,147.43,170.71
1,57.55,50.61
0,135.37,162.96
1,76.26,64.44
0,98.10,99.50
1,121.31,107.53
0,98.71,111.43
1,39.24,18.03
0,54.84,57.18
1,93.50,79.54
0,66.07,77.75
1,324.21,307.53
0,84.41,97.03
1,107.39,70.03
0,92.65,103.92
1,118.19,93.03
0,173.70,186.86
1,69.82,55.41
0,95.11,102.84
1,66.98,60.80
0,59.93,65.59
1,102.27,88.73
0,64.55,77.70
1,121.27,109.89
0,102.68,121.76
1,57.49,38.77
0,110.35,129.04
1,132.48,119.88
0,82.28,93.09
1,83.72,68.75
0,63.20,69.81
1,216.83,214.91
0,79.75,91.64
1,48.01,38.14
0,69.76,82.80
1,123.03,99.79
0,109.04,125.56
1,66.36,57.77
0,61.24,69.00
1,132.29,123.73
0,70.19,80.71
1,84.45,72.90
0,104.96,114.03
1,190.27,164.66
0,99.14,106.44
1,130.35,118.95
0,67.13,73.83
1,125.49,116.18
0,99.17,108.65
1,116.69,102.64
0,97.00,111.54
1,61.59,49.62
0,65.45,75.86
1,50.24,42.90
0,72.62,84.08
1,52.42,43.87
0,75.80,86.69
1,59.53,48.72
0,89.93,97.44
1,44.38,16.77
0,94.17,113.19
1,63.65,54.99
0,70.48,78.54
1,39.77,33.71
0,79.54,87.80
1,125.74,110.42
0,72.66,80.07
1,43.40,21.30
0,69.53,79.41
1,68.94,58.13
0,86.89,94.33
1,71.15,65.00
0,110.32,122.55
1,87.97,75.20
0,71.77,79.56
1,61.52,48.04
0,93.59,108.52
1,100.46,91.72
0,82.07,90.27
1,100.83,93.97
0,64.64,71.27
1,133.16,113.35
0,77.80,88.78
1,66.25,55.94
0,74.06,83.00
1,76.89,76.46
0,122.62,132.81
1,64.39,67.78
0,83.56,104.77
1,95.27,107.45
0,92.89,134.89
1,59.46,18.50
0,76.41,75.40
1,82.30,77.07
0,257.55,235.68
1,31.82,23.31
0,57.39,59.65
1,51.39,45.74
0,124.43,138.11
1,26.74,19.31
0,72.89,72.69
1,130.74,102.14
0,107.33,108.75
1,128.16,125.05
0,110.47,146.85
1,60.15,15.30
0,30.80,37.16
1,34.18,26.89
0,30.51,32.20
1,197.01,216.78
0,175.18,186.29
1,259.05,268.31
0,290.10,308.04
1,154.23,148.16
0,63.74,81.39
1,408.26,449.76
0,38.01,51.52
1,56.82,58.58
0,169.20,183.04
1,48.11,41.96
0,109.28,118.71
1,120.30,118.90
0,321.73,337.03
1,169.51,145.00
0,283.72,284.10
1,14.72,6.40
0,35.21,39.61
1,32.66,15.67
0,61.65,61.22
1,48.77,40.50
0,50.13,53.44
1,126.07,111.04
0,57.77,63.91
1,96.18,81.80
0,95.29,108.76
1,79.31,80.12
0,109.39,119.41
1,48.96,29.05
0,85.46,96.79
1,68.80,62.02
0,95.38,115.49
1,65.52,45.41
0,65.33,69.80
1,99.16,51.33
0,98.26,112.64
1,227.69,204.28
0,68.99,76.39
1,176.62,166.61
0,77.04,86.31
1,62.20,66.30
0,85.47,104.57
1,116.04,115.54
0,93.59,97.03
1,46.52,37.69
0,57.10,64.22
1,50.33,44.78
0,36.39,41.09
1,53.48,32.17
0,81.71,94.17
1,135.57,117.53
0,43.79,51.89
1,79.09,56.54
0,59.90,62.65
1,50.06,43.78
0,64.36,69.55
1,44.67,34.94
0,75.29,89.74
1,159.39,135.81
0,75.29,89.74
1,59.22,55.17
0,75.21,87.94
1,61.18,51.36
0,124.74,136.20
1,75.04,67.35
0,118.83,135.51
1,155.62,124.29
0,127.40,128.23
1,109.18,95.70
0,132.19,156.49
1,72.28,54.44
0,90.27,99.21
1,70.74,59.10
0,61.46,63.59
1,75.68,73.80
0,89.48,104.17
1,203.33,206.37
0,87.37,105.89
1,41.84,34.98
0,105.26,119.94
1,61.86,37.33
0,64.42,67.76
1,81.06,75.07
0,65.67,72.75
1,77.47,64.25
0,94.47,99.22
1,63.81,63.71
0,82.95,95.26
1,68.13,56.52
0,60.86,67.35
1,81.54,71.36
0,59.98,67.28
1,103.18,90.96
0,57.33,61.91
1,39.05,31.26
0,39.44,60.00
1,127.75,124.58
0,60.77,69.83
1,105.91,99.84
0,104.06,111.36
1,178.40,161.13
0,74.70,80.25
1,97.87,68.79
0,84.89,97.30
1,50.43,38.34
0,76.03,78.75
1,109.81,104.35
0,68.92,79.06
1,98.34,83.60
0,80.52,98.11
1,56.05,40.88
0,49.05,54.60
1,58.36,24.50
0,80.75,90.37
1,129.28,126.66
0,35.13,40.79
1,79.66,75.63
0,92.71,103.53
1,66.81,54.84
0,91.49,104.12
1,35.65,22.80
0,93.55,102.60
1,137.21,105.49
0,100.18,115.29
1,77.47,63.26
0,55.09,68.55
1,730.80,716.59
0,85.86,86.65
1,183.41,179.55
0,89.76,95.11
1,79.57,66.74
0,102.13,108.95
1,95.26,59.27
0,83.43,96.07
1,117.64,95.03
0,82.02,94.41
1,99.91,89.95
0,73.84,84.60
1,137.61,120.29
0,89.99,98.92
1,69.57,57.46
0,88.07,104.14
1,53.78,27.44
0,66.00,74.06
1,247.12,215.79
0,115.53,127.99
1,118.43,109.79
0,82.12,90.87
1,111.36,101.48
0,67.16,77.06
1,160.23,151.32
0,63.77,74.00
1,114.05,105.66
0,60.42,72.19
1,77.23,65.56
0,62.57,77.80
1,66.86,54.24
0,87.44,97.78
1,92.88,84.32
0,68.73,80.29
1,108.52,96.71
0,77.04,85.19
1,85.46,75.23
0,65.93,74.60
1,121.09,108.57
0,69.86,79.21
1,107.04,89.29
0,110.00,125.98
1,79.49,71.27
0,67.48,77.88
1,48.66,24.67
0,73.27,84.66
1,76.47,67.55
0,82.64,97.91
1,97.63,70.39
0,100.12,112.18
1,59.98,40.14
0,77.78,82.04
1,99.37,108.83
0,81.67,96.60
1,54.16,47.77
0,184.84,202.24
1,407.34,431.22
0,94.09,110.92
1,110.69,102.97
0,88.32,91.30
1,47.48,46.71
0,118.24,124.11
1,105.31,53.09
0,111.09,103.91
1,81.17,77.56
0,121.59,129.44
1,23.57,4.36
0,121.84,103.55
1,129.71,122.60
0,144.06,161.92
1,49.76,43.04
0,181.45,190.49
1,197.86,204.69
0,36.88,50.49
1,32.84,27.86
0,80.84,95.99
1,94.21,96.45
0,144.29,143.38
1,52.86,39.26
0,189.22,206.15
1,148.72,145.28
0,58.45,74.09
1,290.69,282.16
0,67.53,94.07
1,89.23,60.80
0,64.16,78.34
1,54.20,47.37
0,101.15,122.46
1,93.38,74.72
0,219.46,298.78
1,245.01,202.87
0,164.75,222.74
1,112.27,96.30
0,81.11,85.80
1,61.99,50.73
0,89.53,89.59
1,63.25,47.40
0,109.19,125.87
1,66.47,55.80
0,84.28,101.93
1,174.33,173.69
0,31.75,34.84
1,66.52,59.71
0,38.85,50.74
1,207.77,193.33
0,64.15,77.92
1,84.04,81.87
0,63.81,80.69
1,166.80,168.25
0,97.64,100.29
1,77.35,74.60
0,99.57,98.22
1,65.84,64.19
0,57.69,66.51
1,19.66,18.64
0,56.66,60.16
1,336.11,318.70
0,147.57,194.48
1,214.56,194.49
0,189.91,229.84
1,57.63,44.44
0,68.67,72.74
1,39.82,31.64
0,44.15,49.39
1,68.04,61.63
0,70.03,79.09
1,180.00,184.24
0,89.75,102.57
1,43.71,32.20
0,96.36,118.68
1,52.27,49.65
0,91.20,111.67
1,355.23,337.48
0,129.08,141.61
1,62.13,56.82
0,118.37,135.26
1,111.72,99.58
0,92.79,109.35
1,187.57,158.85
0,79.25,93.46
1,84.99,75.15
0,63.28,84.13
1,87.64,80.68
0,91.41,115.14
1,36.94,26.17
0,77.99,92.44
1,45.44,35.00
0,29.68,33.92
1,143.09,137.89
0,60.59,68.47
1,67.34,72.53
0,101.53,120.53
1,60.62,51.18
0,96.86,115.45
1,78.93,75.49
0,70.28,84.37
1,82.16,69.78
0,205.07,252.96
1,65.73,49.37
0,70.43,89.12
1,61.21,47.16
0,71.87,73.53
1,117.07,104.85
0,83.87,90.89
1,86.22,80.33
0,58.38,72.73
1,36.86,34.01
0,46.65,50.79
1,82.41,65.20
0,31.34,35.70
1,53.54,35.88
0,80.93,91.71
1,49.45,46.53
0,92.48,103.09
1,139.73,131.70
0,45.77,49.36
1,103.06,95.82
0,66.49,73.75
1,75.00,63.27
0,65.06,74.12
1,60.70,51.88
0,45.44,56.55
1,106.62,95.78
0,85.23,95.35
1,298.53,281.67
0,81.92,90.85
1,81.87,75.74
0,66.40,74.90
1,138.37,122.46
0,63.90,73.19
1,34.03,17.34
0,71.95,79.38
1,149.35,130.65
0,87.01,100.79
1,41.50,32.09
0,66.93,76.61
1,122.00,111.68
0,93.42,108.97
1,241.43,224.44
0,82.77,97.66
1,84.01,70.84
0,51.64,55.33
1,49.09,42.18
0,71.50,81.19
1,65.87,58.61
0,97.73,111.46
1,41.99,16.81
0,84.44,94.84
1,73.27,62.83
0,82.68,100.99
1,88.94,76.55
0,67.34,77.78
1,46.19,41.39
0,98.48,112.08
1,39.52,19.32
0,89.52,100.28
1,65.79,54.07
0,64.14,70.97
1,74.47,65.21
0,85.33,90.11
1,97.31,88.98
0,95.46,103.98
1,104.41,89.51
0,61.47,68.51
1,57.47,45.47
0,81.42,87.76
1,123.40,105.23
0,83.33,89.23
1,63.87,57.77
0,74.99,85.01
1,76.86,67.62
0,94.94,114.40
1,72.60,63.37
0,67.52,74.48
1,96.22,81.48
0,65.87,72.26
1,68.52,54.84
0,63.35,69.18
1,64.98,54.34
0,59.38,68.17
1,50.95,41.69
0,108.96,124.39
1,192.68,181.20
0,57.43,64.85
1,136.56,123.39
0,64.51,68.72
1,93.82,81.01
